Body,Body name,Service label,Service divison label,Expenditure category,Detailed expenses type,Detailed expense code,Date paid,Transaction number,Net amount,Capital or revenue,Supplier name,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,22/12/2011,1112-05970,1948.80,R,Northern Life Care Limited,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,22/12/2011,1112-05971,680.00,R,Northern Life Care Limited,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,22/12/2011,1112-05972,1836.00,R,Northern Life Care Limited,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,22/12/2011,1112-05973,3542.00,R,Northern Life Care Limited,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,22/12/2011,1112-05974,3318.80,R,Northern Life Care Limited,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,22/12/2011,1112-05975,2840.00,R,Northern Life Care Limited,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,22/12/2011,1112-05976,2840.00,R,Northern Life Care Limited,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Third Party Payments,Supporting People - Block Subsidy,513,30/12/2011,1112-05977,3313.44,R,Northern Life Care Limited,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Third Party Payments,Supporting People - Block Subsidy,513,30/12/2011,1112-05978,3452.72,R,Northern Life Care Limited,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Third Party Payments,Supporting People - Block Subsidy,513,30/12/2011,1112-05979,6450.08,R,Northern Life Care Limited,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Third Party Payments,Supporting People - Block Subsidy,513,30/12/2011,1112-05980,9264.80,R,Northern Life Care Limited,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Third Party Payments,Supporting People - Block Subsidy,513,30/12/2011,1112-05981,2681.44,R,Northern Life Care Limited,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Third Party Payments,Supporting People - Block Subsidy,513,30/12/2011,1112-05982,5906.08,R,Northern Life Care Limited,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Strategy & Commissioning,Third Party Payments,Supporting People - Block Subsidy,513,30/12/2011,1112-05983,10288.60,R,Northern Life Care Limited,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Non Delegated - St Cleansing,Supplies and Services,Operational Furniture And Equipment,203,16/12/2011,1112-05984,681.00,R,Northern Municipal Spares Ltd,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Non Delegated - St Cleansing,Supplies and Services,Operational Furniture And Equipment,203,23/12/2011,1112-05985,681.00,R,Northern Municipal Spares Ltd,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Capital,Construction,3,23/12/2011,1112-05986,-15465.69,C,Northern Powergrid (Yorkshire) Plc,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,23/12/2011,1112-05987,1059.00,R,Northern Powergrid (Yorkshire) Plc,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,23/12/2011,1112-05988,634.00,R,Northern Powergrid (Yorkshire) Plc,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,23/12/2011,1112-05989,955.00,R,Northern Powergrid (Yorkshire) Plc,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,23/12/2011,1112-05990,1059.00,R,Northern Powergrid (Yorkshire) Plc,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,23/12/2011,1112-05991,1059.00,R,Northern Powergrid (Yorkshire) Plc,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,23/12/2011,1112-05992,506.35,R,Northern Powergrid (Yorkshire) Plc,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,23/12/2011,1112-05993,506.35,R,Northern Powergrid (Yorkshire) Plc,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,23/12/2011,1112-05994,506.35,R,Northern Powergrid (Yorkshire) Plc,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Capital,Construction,3,23/12/2011,1112-05995,7282.62,C,Northern Powergrid (Yorkshire) Plc,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Capital,Construction,3,23/12/2011,1112-05996,3455.00,C,Northern Powergrid (Yorkshire) Plc,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Capital,Construction,3,23/12/2011,1112-05997,-7282.62,C,Northern Powergrid (Yorkshire) Plc,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Capital,Construction,3,23/12/2011,1112-05998,7282.62,C,Northern Powergrid (Yorkshire) Plc,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,West North West,Capital,Construction,3,30/12/2011,1112-05999,535.00,C,Northern Powergrid (Yorkshire) Plc,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Public Private Partnership Unit,Transport,Public Transport Expenses,310,05/12/2011,1112-06000,657.00,R,Northern Rail Limited,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Corporate Services Support Services,Transport,Public Transport Expenses,310,06/12/2011,1112-06001,2050.10,R,Northern Rail Limited,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Public Private Partnership Unit,Transport,Public Transport Expenses,310,29/12/2011,1112-06002,830.80,R,Northern Rail Limited,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Human Resources,Transport,Public Transport Expenses,310,31/10/2011,1112-06003,2572.00,R,Northern Rail Ltd,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,12/12/2011,1112-06004,456.00,R,Northerncare,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,19/12/2011,1112-06005,12411.07,R,Northerncare,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,19/12/2011,1112-06006,12411.07,R,Northerncare,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,20/12/2011,1112-06007,11359.29,R,Northerncare,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,20/12/2011,1112-06008,14168.57,R,Northerncare,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,28/12/2011,1112-06009,11359.29,R,Northerncare,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,28/12/2011,1112-06010,15146.71,R,Northerncare,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,28/12/2011,1112-06011,6962.14,R,Northerncare,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,28/12/2011,1112-06012,11359.29,R,Northerncare,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,28/12/2011,1112-06013,11571.43,R,Northerncare,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,28/12/2011,1112-06014,6462.86,R,Northerncare,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,28/12/2011,1112-06015,14914.29,R,Northerncare,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,28/12/2011,1112-06016,1928.57,R,Northerncare,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,28/12/2011,1112-06017,11571.43,R,Northerncare,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,28/12/2011,1112-06018,12844.41,R,Northerncare,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,28/12/2011,1112-06019,14640.86,R,Northerncare,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,28/12/2011,1112-06020,15411.43,R,Northerncare,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,28/12/2011,1112-06021,12844.41,R,Northerncare,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,28/12/2011,1112-06022,12844.41,R,Northerncare,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,28/12/2011,1112-06023,11359.29,R,Northerncare,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,28/12/2011,1112-06024,11744.57,R,Northerncare,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,28/12/2011,1112-06025,12844.41,R,Northerncare,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,28/12/2011,1112-06026,14640.86,R,Northerncare,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,28/12/2011,1112-06027,15145.71,R,Northerncare,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,28/12/2011,1112-06028,14169.66,R,Northerncare,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,28/12/2011,1112-06029,11957.14,R,Northerncare,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,28/12/2011,1112-06030,-11571.43,R,Northerncare,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,28/12/2011,1112-06031,-3471.43,R,Northerncare,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,28/12/2011,1112-06032,-11957.14,R,Northerncare,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Transport,External Hire -Occasional,304,01/12/2011,1112-06033,446.88,R,Northgate Vehicle Hire,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Transport,External Hire -Occasional,304,05/12/2011,1112-06034,517.44,R,Northgate Vehicle Hire,,,,,,,,,,,,,,,,,,,,,,,,,
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Transport,External Hire -Occasional,304,05/12/2011,1112-06035,545.60,R,Northgate Vehicle Hire,,,,,,,,,,,,,,,,,,,,,,,,,
