Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code(T),Payment Date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-09,VIRGIN MEDIA PAYMENTS LTD,3598201,39.62,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-09,VIRGIN MEDIA PAYMENTS LTD,3598201,21.07,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-09,VIRGIN MEDIA PAYMENTS LTD,3598201,29.92,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-09,VIRGIN MEDIA PAYMENTS LTD,3598201,19.80,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-09,VIRGIN MEDIA PAYMENTS LTD,3598201,19.80,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-09,VIRGIN MEDIA PAYMENTS LTD,3598201,26.62,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-09,VIRGIN MEDIA PAYMENTS LTD,3598201,19.80,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-09,VIRGIN MEDIA PAYMENTS LTD,3598201,271.04,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-09,VIRGIN MEDIA PAYMENTS LTD,3598201,9.90,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-09,VIRGIN MEDIA PAYMENTS LTD,3598201,39.73,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-09,VIRGIN MEDIA PAYMENTS LTD,3598201,9.90,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-09,VIRGIN MEDIA PAYMENTS LTD,3598201,39.60,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-09,VIRGIN MEDIA PAYMENTS LTD,3598201,1.75,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-09,VIRGIN MEDIA PAYMENTS LTD,3598201,29.70,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-09,VIRGIN MEDIA PAYMENTS LTD,3598201,81.80,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-09,VIRGIN MEDIA PAYMENTS LTD,3598201,29.70,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-09,VIRGIN MEDIA PAYMENTS LTD,3598201,89.12,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-09,VIRGIN MEDIA PAYMENTS LTD,3598201,32.31,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-09,VIRGIN MEDIA PAYMENTS LTD,3598201,19.97,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-09,VIRGIN MEDIA PAYMENTS LTD,3598201,11.47,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-09,VIRGIN MEDIA PAYMENTS LTD,3598201,9.90,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-09,VIRGIN MEDIA PAYMENTS LTD,3598201,19.82,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-09,VIRGIN MEDIA PAYMENTS LTD,3598201,19.80,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-09,VIRGIN MEDIA PAYMENTS LTD,3598201,12.61,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-09,VIRGIN MEDIA PAYMENTS LTD,3598201,19.80,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-09,VIRGIN MEDIA PAYMENTS LTD,3598201,9.90,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-09,VIRGIN MEDIA PAYMENTS LTD,3598201,39.64,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-09,VIRGIN MEDIA PAYMENTS LTD,3598201,20.59,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-09,VIRGIN MEDIA PAYMENTS LTD,3598201,9.90,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-09,VIRGIN MEDIA PAYMENTS LTD,3598201,39.60,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-09,VIRGIN MEDIA PAYMENTS LTD,3598201,31.17,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-09,VIRGIN MEDIA PAYMENTS LTD,3598201,39.63,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-09,VIRGIN MEDIA PAYMENTS LTD,3598201,9.90,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-09,VIRGIN MEDIA PAYMENTS LTD,3598201,138.10,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-09,VIRGIN MEDIA PAYMENTS LTD,3598201,109.35,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-09,VIRGIN MEDIA PAYMENTS LTD,3598201,9.90,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-09,VIRGIN MEDIA PAYMENTS LTD,3598201,31.10,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-09,VIRGIN MEDIA PAYMENTS LTD,3598201,21.66,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-09,VIRGIN MEDIA PAYMENTS LTD,3598201,9.90,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-09,VIRGIN MEDIA PAYMENTS LTD,3598201,30.28,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-09,VIRGIN MEDIA PAYMENTS LTD,3598201,69.70,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-09,VIRGIN MEDIA PAYMENTS LTD,3598201,19.80,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-09,VIRGIN MEDIA PAYMENTS LTD,3598201,49.50,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-09,VIRGIN MEDIA PAYMENTS LTD,3598201,9.90,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2019-12-09,VIRGIN MEDIA PAYMENTS LTD,3598201,29.70,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Legal Services,Miscellaneous Expenditure,2019-12-11,GOVERNMENT LEGAL DEPARTMENT,3598279,2785.00,PQ Costs Order
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Legal Services,Counsels Fees,2019-12-11,JOHN HUNTER,3598427,1575.00,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Legal Services,Counsels Fees,2019-12-18,STEPHEN WHALE,3599219,375.00,Land comprising field at 439236 449205
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Legal Services,Other Supplies & Services,2019-12-04,TMP (UK) LTD,3596142,357.00,Other Supplies and Services
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Legal Services,Other Supplies & Services,2019-12-30,TMP (UK) LTD,3598245,523.00,Other Supplies and Services
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Legal Services,Counsels Fees,2019-12-11,WALKER MORRIS SOLICITORS,3598477,3264.00,Redacted Commercial Sensitivity
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Mayoralty,Other Supplies & Services,2019-12-11,SHOWSEC INTERNATIONAL LIMITED,3597029,370.72,HBC Remembrance Day
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,TMRA,Other Supplies & Services,2019-12-23,LINK TREASURY SERVICES LIMITED,3599490,8500.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Arts,Grounds Maintenance Other,2019-12-23,A. E. DUFFIELD & SONS LIMITED,3597528,11900.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Arts,Grounds Maintenance Other,2019-12-23,A. E. DUFFIELD & SONS LIMITED,3597528,12557.80,
Harrogate Borough Council,Premises,R,Economy & Culture,Arts,Grounds Maintenance Other,2019-12-23,A. E. DUFFIELD & SONS LIMITED,3597528,11900.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Arts,Payments to Ext Contractors,2019-12-30,A. E. DUFFIELD & SONS LIMITED,3598811,1939.44,
Harrogate Borough Council,Premises,R,Economy & Culture,Arts,Grounds Maintenance Other,2019-12-30,ASHTEAD PLANT HIRE CO LTD,3598820,4925.60,
Harrogate Borough Council,Premises,R,Economy & Culture,Arts,Grounds Maintenance Other,2019-12-30,ASHTEAD PLANT HIRE CO LTD,3598820,4186.76,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Arts,Other Supplies & Services,2019-12-30,LANDSCAPE SUPPLY COMPANY,3599383,1904.55,Claro Road Depot
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Arts,Other Supplies & Services,2019-12-02,PENNINE EVENTS LTD,3597520,4452.50,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Arts,Other Supplies & Services,2019-12-02,PENNINE EVENTS LTD,3597521,223.18,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Arts,Other Supplies & Services,2019-12-02,PENNINE EVENTS LTD,3597522,17189.62,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Arts,Other Supplies & Services,2019-12-16,RIPON CITY COUNCIL,3598671,1000.00,PQ TdY Grant payment 2019
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Arts,Grants/Contribs to Other Bodies,2019-12-23,ST PETERS C OF E PRIMARY SCHOOL,3599385,635.71,PQ UCI Grant St Peters CofE School
Harrogate Borough Council,Employees,R,Economy & Culture,Building Control,Temporary Staff,2019-12-02,G2 RECRUITMENT SOLUTIONS,3597511,1974.65,Redacted - Personal Data
Harrogate Borough Council,Employees,R,Economy & Culture,Building Control,Temporary Staff,2019-12-04,G2 RECRUITMENT SOLUTIONS,3597883,2073.20,Redacted - Personal Data
Harrogate Borough Council,Employees,R,Economy & Culture,Building Control,Temporary Staff,2019-12-23,G2 RECRUITMENT SOLUTIONS,3598905,1850.00,Redacted - Personal Data
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2019-12-18,A. E. DUFFIELD & SONS LIMITED,3597127,1624.00,Harrogate Convention Centre Lower
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Planned Maintenance,2019-12-18,ACORN ANALYTICAL SERVICES LTD,3596910,1275.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2019-12-11,AIRCO REFRIDGERATION & AIR CONDITIONING LTD,3596955,2981.00,INSTALLATION OF CELLAR
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2019-12-11,AIRCO REFRIDGERATION & AIR CONDITIONING LTD,3597132,2133.17,INSTALLATION OF AIR CONDITIONING TO THE BAR
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2019-12-23,AIRCO REFRIDGERATION & AIR CONDITIONING LTD,3599022,235.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2019-12-23,BIOCHEMICA WATER LTD,3598512,987.50,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2019-12-02,BRITANNIA PRESERVATION LTD,3597140,1475.00,Dry lining works provisional sum reduced
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2019-12-02,BRITANNIA PRESERVATION LTD,3597140,1475.00,Dry lining works provisional sum reduced
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2019-12-02,BRITANNIA PRESERVATION LTD,3597140,2198.00,Dry lining works provisional sum reduced
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2019-12-02,BUSINESSWATCH UK FIRE & SECURITY LTD,3597111,400.00,Compliance Works
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2019-12-02,BUSINESSWATCH UK FIRE & SECURITY LTD,3597112,400.00,Compliance Works
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2019-12-02,BUSINESSWATCH UK FIRE & SECURITY LTD,3597113,400.00,Compliance Works
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2019-12-02,BUSINESSWATCH UK FIRE & SECURITY LTD,3597117,350.00,Compliance Works
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2019-12-02,BUSINESSWATCH UK FIRE & SECURITY LTD,3597199,400.00,Compliance Works
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2019-12-02,BUSINESSWATCH UK FIRE & SECURITY LTD,3597200,350.00,Compliance Works
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2019-12-02,BUSINESSWATCH UK FIRE & SECURITY LTD,3597279,350.00,Compliance Works
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2019-12-02,BUSINESSWATCH UK FIRE & SECURITY LTD,3597280,350.00,Compliance Works
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2019-12-23,BUSINESSWATCH UK FIRE & SECURITY LTD,3599509,575.00,Compliance Works
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2019-12-23,BUSINESSWATCH UK FIRE & SECURITY LTD,3599510,800.00,Compliance Works
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2019-12-23,BUSINESSWATCH UK FIRE & SECURITY LTD,3599511,350.00,Compliance Works
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2019-12-23,BUSINESSWATCH UK FIRE & SECURITY LTD,3599512,450.00,Compliance Works
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2019-12-23,BUSINESSWATCH UK FIRE & SECURITY LTD,3599513,350.00,Compliance Works
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2019-12-23,BUSINESSWATCH UK FIRE & SECURITY LTD,3599514,525.00,Compliance Works
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2019-12-30,BUSINESSWATCH UK FIRE & SECURITY LTD,3599591,275.00,Compliance Works
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Fire & Secuirty (01/04/16) - prev was Security Systems-Inst & Maint,2019-12-02,CARELINE SECURITY LTD,3597683,305.00,Bronze Maintenance Charge for the Intruder Alarm
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Fire & Secuirty (01/04/16) - prev was Security Systems-Inst & Maint,2019-12-02,CARELINE SECURITY LTD,3597684,240.00,Bronze Maintenance Charge for the Intruder Alarm
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Fire & Secuirty (01/04/16) - prev was Security Systems-Inst & Maint,2019-12-11,CARELINE SECURITY LTD,3598378,240.00,Bronze Maintenance Charge for the Intruder Alarm
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Fire & Secuirty (01/04/16) - prev was Security Systems-Inst & Maint,2019-12-16,CARELINE SECURITY LTD,3598379,254.00,Bronze Maintenance Charge for the Intruder Alarm
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Fire & Secuirty (01/04/16) - prev was Security Systems-Inst & Maint,2019-12-11,CARELINE SECURITY LTD,3598383,240.00,Bronze Maintenance Charge for the Intruder Alarm
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Fire & Secuirty (01/04/16) - prev was Security Systems-Inst & Maint,2019-12-16,CARELINE SECURITY LTD,3598384,240.00,Bronze Maintenance Charge for the Intruder Alarm
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Fire & Secuirty (01/04/16) - prev was Security Systems-Inst & Maint,2019-12-16,CARELINE SECURITY LTD,3598720,240.00,Jennyfields Community Centre
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Fire & Secuirty (01/04/16) - prev was Security Systems-Inst & Maint,2019-12-16,CARELINE SECURITY LTD,3598741,240.00,Jubilee MSCP
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Fire & Secuirty (01/04/16) - prev was Security Systems-Inst & Maint,2019-12-30,CARELINE SECURITY LTD,3599705,324.18,Fire & Security
