Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment date,Supplier Name,TransNo,Net Amount,Narrative,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,06/07/2015,NEWTON ELECTRICAL CONTRACTORS UK LTD,4632600,429.70,,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,13/07/2015,NEWTON ELECTRICAL CONTRACTORS UK LTD,4632877,940.00,,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,08/07/2015,NEWTON ELECTRICAL CONTRACTORS UK LTD,4633034,"4,782.25",,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,15/07/2015,NIPS LTD,4632596,231.50,,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,22/07/2015,NIPS LTD,4633197,259.30,sump pump,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,01/07/2015,NPOWER LTD,4632324,210.89,ELEC - JENNYFIELD CC,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,29/07/2015,NPOWER LTD,4634361,222.18,ELEC KNAPPING MNT,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,01/07/2015,NPOWER LTD,4632327,246.23,ELEC - KNAPPING MOUNT HOUSE,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,01/07/2015,NPOWER LTD,4632400,244.75,ELEC - PATELEY BRIDGE TIC,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,01/07/2015,NPOWER LTD,4632298,260.53,ELEC - RIPON BUS STATION PCS,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,29/07/2015,NPOWER LTD,4634267,342.46,Elec Ripon Hall,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,01/07/2015,NPOWER LTD,4632323,351.58,ELEC - MERCER GALLERY,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,29/07/2015,NPOWER LTD,4634356,398.42,ELEC MERCER GALLERY,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,01/07/2015,NPOWER LTD,4632306,398.45,ELEC - RIPON TOWN HALL,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,01/07/2015,NPOWER LTD,4632292,402.45,ELEC - KNARESBOROUGH COMMUNITY CENTRE,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,01/07/2015,NPOWER LTD,4632291,461.75,ELEC - KNARESBOROUGH HOUSE,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,29/07/2015,NPOWER LTD,4634347,492.29,ELEC COUNCIL OFFICE PATELEY BRIDGE,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,29/07/2015,NPOWER LTD,4634335,521.54,ELEC PUMP ROOMS,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,01/07/2015,NPOWER LTD,4632322,540.60,ELEC - PUMP ROOM MUSEUM,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,29/07/2015,NPOWER LTD,4634343,802.31,ELEC CONYNGHAM,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,01/07/2015,NPOWER LTD,4632321,844.11,ELEC - STARBECK POOL,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,01/07/2015,NPOWER LTD,4632399,852.68,ELEC - COUNCIL OFFICES PATELEY BRIDGE,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,29/07/2015,NPOWER LTD,4634334,905.41,ELEC STARBECK POOL,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,29/07/2015,NPOWER LTD,4634359,970.15,ELEC KNAPPING MOUNT,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,01/07/2015,NPOWER LTD,4632342,"1,100.27",ELEC - CONYNGHAM HALL,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,01/07/2015,NPOWER LTD,4632326,"1,216.92",ELEC - KNAPPING MOUNT ANNEXE,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,29/07/2015,NPOWER LTD,4634338,"1,222.36",ELEC RIPON SPA BATHS,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,01/07/2015,NPOWER LTD,4632307,"1,240.00",ELEC - RIPON LEISURE CENTRE,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,01/07/2015,NPOWER LTD,4632396,"1,264.62",ELEC - RIPON SPA BATHS,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,29/07/2015,NPOWER LTD,4634318,"1,645.92",Elec ripon leis centre,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,01/07/2015,NPOWER LTD,4632268,"1,989.42",ELEC - NIDDERDALE SWIMMING POOL,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,29/07/2015,NPOWER LTD,4634256,"2,059.32",Elec Nidderdale Pool,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,29/07/2015,NPOWER LTD,4634330,"2,513.09",ELEC KNARES POOL,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,01/07/2015,NPOWER LTD,4632285,"2,529.18",ELEC - KNARESBOROUGH POOL,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,22/07/2015,NPOWER LTD,4634248,"3,690.90",Elec Royal Baths,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,01/07/2015,NPOWER LTD,4632865,"3,897.87",ELEC - ROYAL BATHS (exTIC & Turkish),,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,22/07/2015,NPOWER LTD,4634245,"6,311.55",Elec -Hydro,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electricity,01/07/2015,NPOWER LTD,4632873,"6,612.81",ELEC - HYDRO,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Climate Change Levy,01/07/2015,NPOWER LTD,4632400,12.17,ELEC - PATELEY BRIDGE TIC,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Fire Systems-Inst & Maint,22/07/2015,PITTS WILSON ELECTRICAL LTD,4633786,750.00,,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Gas,15/07/2015,SCOTTISH POWER,4633111,305.78,1 LOW ST AGNESGATE,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Security Systems-Inst & Maint,15/07/2015,T I SECURITY LTD,4632809,248.00,,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,01/07/2015,WALLGATE LTD,4632019,101.48,,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,01/07/2015,WALLGATE LTD,4632019,50.74,,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,01/07/2015,WALLGATE LTD,4632019,50.74,,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,01/07/2015,WALLGATE LTD,4632019,50.74,,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,01/07/2015,WALLGATE LTD,4632019,50.74,,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,01/07/2015,WALLGATE LTD,4632019,101.48,,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,01/07/2015,WALLGATE LTD,4632019,50.74,,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,01/07/2015,WALLGATE LTD,4632019,50.74,,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,01/07/2015,WALLGATE LTD,4632019,50.74,,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,01/07/2015,WALLGATE LTD,4632019,50.74,,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,01/07/2015,WALLGATE LTD,4632019,50.74,,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,01/07/2015,WALLGATE LTD,4632019,76.11,,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,01/07/2015,WALLGATE LTD,4632019,126.85,,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,01/07/2015,WALLGATE LTD,4632019,50.74,,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,01/07/2015,WALLGATE LTD,4632019,50.74,,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,01/07/2015,WALLGATE LTD,4632019,101.48,,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,01/07/2015,WALLGATE LTD,4632019,101.48,,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,01/07/2015,WALLGATE LTD,4632019,101.48,,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,01/07/2015,WALLGATE LTD,4632019,25.37,,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,01/07/2015,WALLGATE LTD,4632019,50.74,,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,01/07/2015,WALLGATE LTD,4632019,50.74,,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,22/07/2015,WALTER HARTLEY LTD,4634237,364.67,,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,15/07/2015,WESTMINSTER CONTROLS LTD,4632903,400.00,NIDD POOL,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Painting,08/07/2015,WHARFEDALE DECORATIONS LTD,4632254,"1,376.00",,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,20/07/2015,YORKSHIRE WATER PLC,4634272,289.99,water starbeck high st,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,20/07/2015,YORKSHIRE WATER PLC,4634276,729.34,water - knares pool,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,20/07/2015,YORKSHIRE WATER PLC,4634274,899.46,water knares pool,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,01/07/2015,YORKSHIRE WATER PLC,4633307,960.70,WATER - RIPON BUS STATION PCS,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,20/07/2015,YORKSHIRE WATER PLC,4634282,"1,001.58",water nidderdale swimming pool,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,20/07/2015,YORKSHIRE WATER PLC,4634279,"1,005.73",water ripon spa baths,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,20/07/2015,YORKSHIRE WATER PLC,4634270,"1,371.64",water ripon spa baths,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,20/07/2015,YORKSHIRE WATER PLC,4634280,"1,401.48",water starbeck pool,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,20/07/2015,YORKSHIRE WATER PLC,4634313,"1,575.73",water starbeck pool,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,22/07/2015,YORKSHIRE WATER PLC,4634277,"2,162.93",water-hydro,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,22/07/2015,YORKSHIRE WATER PLC,4634514,"3,120.29",WATER - TURKISH BATHS,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,20/07/2015,YORKSHIRE WATER PLC,4634281,"6,593.33",water hydro,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Reactive Repairs & Maint - Bldgs,29/07/2015,ADVANCED DOORS LTD,4633544,528.00,,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electrical Repairs & Maint,22/07/2015,BPC ENERGY LTD,4633065,535.00,,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Gas,29/07/2015,BRITISH GAS TRADING LTD,4634877,239.01,GAS - SUN PAVILLION,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Gas,29/07/2015,BRITISH GAS TRADING LTD,4634883,555.31,GAS - EXHIBITION HALLS G & H,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Gas,29/07/2015,BRITISH GAS TRADING LTD,4634876,"1,172.66",GAS - EXHIBITION HALLS,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Climate Change Levy,29/07/2015,BRITISH GAS TRADING LTD,4634877,14.89,GAS - SUN PAVILLION,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Climate Change Levy,29/07/2015,BRITISH GAS TRADING LTD,4634883,34.61,GAS - EXHIBITION HALLS G & H,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Climate Change Levy,29/07/2015,BRITISH GAS TRADING LTD,4634876,73.08,GAS - EXHIBITION HALLS,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electrical Repairs & Maint,01/07/2015,COLT SERVICE LTD,4631828,815.00,,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electrical Repairs & Maint,08/07/2015,D HARE,4632406,"2,215.44",,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electrical Repairs & Maint,27/07/2015,FRONTIER PITTS LTD,4634459,321.60,,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electrical Repairs & Maint,08/07/2015,GARDNER REFRIGERATION LTD,4633296,520.00,,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Planned Maintenance,15/07/2015,GLOBAL ENVIRONMENTAL EXCELLENCE LTD,4632815,44.85,,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Planned Maintenance,15/07/2015,GLOBAL ENVIRONMENTAL EXCELLENCE LTD,4632815,44.85,,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Reactive Repairs & Maint - Bldgs,27/07/2015,HAVEN BUILDING & MAINTENANCE LTD,4634183,900.00,,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Reactive Repairs & Maint - Bldgs,27/07/2015,HAVEN BUILDING & MAINTENANCE LTD,4634183,-500.00,,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Reactive Repairs & Maint - Bldgs,27/07/2015,HAVEN BUILDING & MAINTENANCE LTD,4634183,500.00,,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Reactive Repairs & Maint - Bldgs,29/07/2015,HAVEN BUILDING & MAINTENANCE LTD,4634808,"1,015.00",,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Reactive Repairs & Maint - Bldgs,29/07/2015,HAVEN BUILDING & MAINTENANCE LTD,4634808,-535.00,,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Reactive Repairs & Maint - Bldgs,29/07/2015,HAVEN BUILDING & MAINTENANCE LTD,4634808,535.00,,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Reactive Repairs & Maint - Bldgs,27/07/2015,HAVEN BUILDING & MAINTENANCE LTD,4634182,"2,420.00",,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Reactive Repairs & Maint - Bldgs,27/07/2015,HAVEN BUILDING & MAINTENANCE LTD,4634182,-500.00,,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Reactive Repairs & Maint - Bldgs,27/07/2015,HAVEN BUILDING & MAINTENANCE LTD,4634182,500.00,,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electrical Repairs & Maint,22/07/2015,KONE PLC,4633185,240.20,West Grove Road,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electrical Repairs & Maint,22/07/2015,KONE PLC,4632881,"1,235.04",,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electrical Repairs & Maint,08/07/2015,KONE PLC,4632409,"2,200.00",West Grove Road,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electricity,01/07/2015,NPOWER LTD,4632320,263.89,ELEC - SUN PAVILLION,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electricity,29/07/2015,NPOWER LTD,4634333,338.15,ELEC SUN PAV,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electricity,22/07/2015,NPOWER LTD,4634243,"30,405.59",Elec HIC inc Queens Suite,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electricity,01/07/2015,NPOWER LTD,4632876,"31,492.20",ELEC - HIC (INC QUEENS SUITE),,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electrical Repairs & Maint,22/07/2015,STORMSAVER LTD,4634152,390.97,,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Reactive Repairs & Maint - Bldgs,08/07/2015,THE TEX SERVICES GROUP,4632932,604.75,,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Reactive Repairs & Maint - Bldgs,22/07/2015,THE TEX SERVICES GROUP,4633798,"2,206.96",,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Reactive Repairs & Maint - Bldgs,22/07/2015,THE TEX SERVICES GROUP,4633495,"2,385.92",,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Painting,29/07/2015,WHARFEDALE DECORATIONS LTD,4633439,"4,660.00",,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Water & Sewerage,01/07/2015,YORKSHIRE WATER PLC,4633306,"1,313.37",WATER - ROYAL HALL,,,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Water & Sewerage,20/07/2015,YORKSHIRE WATER PLC,4634278,"7,591.44",water hic,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Building Management Client,Other Consultants Fees,29/07/2015,TEAM (ENERGY AUDITING AGENCY LTD),4634161,"2,031.25",,,,
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,01/07/2015,BROOK STREET (UK) LTD,4633361,361.80,REDACTED PERSONAL DATA,,,
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,15/07/2015,BROOK STREET (UK) LTD,4633894,410.04,REDACTED PERSONAL DATA,,,
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,15/07/2015,BROOK STREET (UK) LTD,4633880,416.07,REDACTED PERSONAL DATA,,,
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,15/07/2015,BROOK STREET (UK) LTD,4633895,422.10,REDACTED PERSONAL DATA,,,
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,22/07/2015,BROOK STREET (UK) LTD,4634289,422.10,REDACTED PERSONAL DATA,,,
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,15/07/2015,BROOK STREET (UK) LTD,4633881,452.25,REDACTED PERSONAL DATA,,,
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,22/07/2015,BROOK STREET (UK) LTD,4634288,452.25,REDACTED PERSONAL DATA,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Development Control,Other Supplies & Services,01/07/2015,IDOX SOFTWARE LTD,4632970,"1,425.00",,,,
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,01/07/2015,MATCHTECH GROUP UK LTD,4632210,357.08,REDACTED PERSONAL DATA,,,
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,15/07/2015,MATCHTECH GROUP UK LTD,4632829,574.43,REDACTED PERSONAL DATA,,,
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,22/07/2015,MATCHTECH GROUP UK LTD,4633244,574.43,REDACTED PERSONAL DATA,,,
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,29/07/2015,MATCHTECH GROUP UK LTD,4634539,589.95,REDACTED PERSONAL DATA,,,
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,08/07/2015,MATCHTECH GROUP UK LTD,4632464,636.53,REDACTED PERSONAL DATA,,,
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,01/07/2015,MATCHTECH GROUP UK LTD,4632204,842.40,,,,
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,01/07/2015,MATCHTECH GROUP UK LTD,4632208,"1,178.00",,,,
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,20/07/2015,MATCHTECH GROUP UK LTD,4632462,"1,316.25",REDACTED PERSONAL DATA,,,
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,22/07/2015,MATCHTECH GROUP UK LTD,4633243,"1,316.25",REDACTED PERSONAL DATA,,,
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,29/07/2015,MATCHTECH GROUP UK LTD,4634541,"1,316.25",REDACTED PERSONAL DATA,,,
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,22/07/2015,MATCHTECH GROUP UK LTD,4633245,"1,351.35",REDACTED PERSONAL DATA,,,
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,29/07/2015,MATCHTECH GROUP UK LTD,4634540,"1,499.10",REDACTED PERSONAL DATA,,,
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,22/07/2015,MATCHTECH GROUP UK LTD,4633246,"1,536.72",REDACTED PERSONAL DATA,,,
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,08/07/2015,MATCHTECH GROUP UK LTD,4632463,"1,630.20",REDACTED PERSONAL DATA,,,
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,15/07/2015,MATCHTECH GROUP UK LTD,4632827,"1,631.34",REDACTED PERSONAL DATA,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Development Control,Planning Consultants,29/07/2015,O?NEILL ASSOCIATES,4633995,888.75,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Development Control,Planning Consultants,08/07/2015,RTGES LTD,4633076,250.00,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Development Control,Planning Consultants,15/07/2015,RTGES LTD,4634024,250.00,RECALLED BACS,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Development Control,Advertising,13/07/2015,TMP (UK) LTD,4633724,442.56,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Development Control,Advertising,15/07/2015,TMP (UK) LTD,4633071,479.44,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Development Control,Advertising,22/07/2015,TMP (UK) LTD,4633338,885.12,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Development Control,Advertising,08/07/2015,TMP (UK) LTD,4632457,"1,217.04",,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Economic Development,Econ Development Initiatives,01/07/2015,BRAND YORKSHIRE LTD,4633235,495.00,Stand number 37 at,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Economic Development,Stationery/Office Consumables,01/07/2015,PURCHASE POWER,4633358,159.90,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Economic Development,Postage,01/07/2015,PURCHASE POWER,4633358,500.42,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Economic Development,Postage,01/07/2015,PURCHASE POWER,4633358,-470.52,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Economic Development,Postage,01/07/2015,PURCHASE POWER,4633358,450.00,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Economic Development,Postage,01/07/2015,PURCHASE POWER,4633358,20.52,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Economic Development,ICT Rechargeables,01/07/2015,WESTON COMMUNICATIONS LIMITED,4632447,368.75,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Economic Development,Econ Development Initiatives,13/07/2015,YORKSHIRE EVENT CENTRE LTD,4633406,377.46,,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Environmental Strategy,Marketing/Promotion,13/07/2015,LIFTSHARE.COM LTD,4631039,"1,000.00",,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Estates Management,ICT Rechargeables,29/07/2015,IDOX SOFTWARE LTD,4634193,"4,900.00",,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Estates Management,Other Consultants Fees,29/07/2015,VALUATION OFFICE AGENCY,4634032,"1,000.00",HOLE HOUSE FARM QUARRY ROAD,,,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Consultants Fees,13/07/2015,ATKINS LIMITED,4628572,"9,580.00",Harrogate Employment Land Review,,,
Harrogate Borough Council,Employees,R,Economy & Culture,Forward Planning,Temporary Staff,01/07/2015,MATCHTECH GROUP UK LTD,4632205,"1,543.75",REDACTED PERSONAL DATA,,,
Harrogate Borough Council,Employees,R,Economy & Culture,Forward Planning,Temporary Staff,15/07/2015,MATCHTECH GROUP UK LTD,4632997,"1,864.85",REDACTED PERSONAL DATA,,,
Harrogate Borough Council,Employees,R,Economy & Culture,Forward Planning,Temporary Staff,15/07/2015,MATCHTECH GROUP UK LTD,4632835,"2,037.75",REDACTED PERSONAL DATA,,,
