Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment date,Supplier Name,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,Misc Expenditure Non-Vatable,2016-12-21,219154,FITZMAURICE LETTINGS,4666814,600.00,Bond Claim Payment for Letting Agent Fitzmaurice Properties
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,Other Services,2016-12-14,225830,SIMON WATSON,4666464,600.00,Rent in Advance Payment
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,Bed & Breakfast Payments,2016-12-19,220920,THE WHITE HORSE,4666535,455.00,Accommodation
Harrogate Borough Council,Premises,R,Community,Housing Needs,Gas,2016-12-21,200571,BRITISH GAS TRADING LTD,4666862,562.19,29 Belmont Road Avondale
Harrogate Borough Council,Premises,R,Community,Housing Needs,Climate Change Levy,2016-12-21,200571,BRITISH GAS TRADING LTD,4666862,48.02,29 Belmont Road Avondale
Harrogate Borough Council,Premises,R,Community,Housing Needs,Fixtures & Fittings,2016-12-21,216588,FURNITURE RESOURCE CENTRE LTD,4665905,279.71,
Harrogate Borough Council,Premises,R,Community,Housing Needs,Fixtures & Fittings,2016-12-21,216588,FURNITURE RESOURCE CENTRE LTD,4665904,421.29,
Harrogate Borough Council,Premises,R,Community,Housing Needs,Fixtures & Fittings,2016-12-28,216588,FURNITURE RESOURCE CENTRE LTD,4666189,876.16,
Harrogate Borough Council,Supplies and Services,R,Community,Housing Needs,Equipment,2016-12-14,201826,HEAVY WOOLLEN TEXTILE CO LTD,4665214,365.20,
Harrogate Borough Council,Premises,R,Community,Housing Needs,Electricity,2016-12-28,205479,NPOWER LTD,4666342,1207.97,Elec - Cavendish House Hostel
Harrogate Borough Council,Premises,R,Community,Housing Needs,Climate Change Levy,2016-12-28,205479,NPOWER LTD,4666342,62.24,Elec - Cavendish House Hostel
Harrogate Borough Council,Premises,R,Community,Housing Needs,Water & Sewerage,2016-12-12,204616,YORKSHIRE WATER PLC,4666029,933.36,Water - Blossomgate
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-12-14,204787,DUFFIELDS,1647552,5742.48,248061/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-12-14,221063,ENVIROVENT LTD,1647282,590.00,240673/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-12-14,201835,HELP-LINK UK LTD,1647565,2164.78,246019/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-12-07,205895,MITIE PROPERTY SERVICES (UK) LTD,1647297,352.30,245649/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-12-21,205895,MITIE PROPERTY SERVICES (UK) LTD,1650056,1200.66,243865/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-12-21,223540,NEO PROPERTY SOLUTIONS LTD,1650057,2929.53,245009/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-12-07,223540,NEO PROPERTY SOLUTIONS LTD,1647298,3195.08,243112/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-12-14,223540,NEO PROPERTY SOLUTIONS LTD,1647578,3204.30,245012/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-12-21,223540,NEO PROPERTY SOLUTIONS LTD,1650058,3610.92,246053/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-12-14,218297,NORTON INTERIORS LTD,1647589,3485.00,247117/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-12-07,218297,NORTON INTERIORS LTD,1647304,3544.00,246625/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-12-14,218297,NORTON INTERIORS LTD,1647581,3783.00,246790/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-12-14,218297,NORTON INTERIORS LTD,1647580,3810.00,246787/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-12-14,218297,NORTON INTERIORS LTD,1647583,3876.00,246788/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-12-07,218297,NORTON INTERIORS LTD,1647303,4132.00,246624/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-12-14,218297,NORTON INTERIORS LTD,1647584,4132.00,246789/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-12-14,218297,NORTON INTERIORS LTD,1647588,4345.00,247113/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-12-07,218297,NORTON INTERIORS LTD,1647301,4346.00,246626/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-12-14,218297,NORTON INTERIORS LTD,1647579,4375.65,246786/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-12-14,218297,NORTON INTERIORS LTD,1647582,4401.00,246791/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-12-14,218297,NORTON INTERIORS LTD,1647586,4453.65,246619/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-12-14,218297,NORTON INTERIORS LTD,1647587,4609.00,247115/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-12-07,218297,NORTON INTERIORS LTD,1647302,4614.00,246627/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-12-14,218297,NORTON INTERIORS LTD,1647590,4788.00,247116/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-12-07,218297,NORTON INTERIORS LTD,1647299,4795.65,246628/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-12-14,218297,NORTON INTERIORS LTD,1647585,5222.65,246620/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-12-07,206081,TUNSTALL HEALTHCARE (UK) LTD,1647310,373.60,245643/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-12-07,221478,TUNSTON CONSTRUCTION LTD,1647311,492.00,244713/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-12-07,221478,TUNSTON CONSTRUCTION LTD,1647318,745.50,239955/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-12-07,221478,TUNSTON CONSTRUCTION LTD,1647319,745.50,239956/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2016-12-07,221478,TUNSTON CONSTRUCTION LTD,1647317,1990.00,238882/1
Harrogate Borough Council,Supplies and Services,R,Community,Licensing,Other Fees,2016-12-07,221800,AIREWORTH VETS,4665623,210.00,
Harrogate Borough Council,Supplies and Services,R,Community,Licensing,Other Fees,2016-12-07,221800,AIREWORTH VETS,4665646,441.00,
Harrogate Borough Council,Supplies and Services,R,Community,Licensing,Other Supplies & Services,2016-12-14,201009,DISCLOSURE AND BARRING SERVICE,4666100,880.00,Nov checks
Harrogate Borough Council,Supplies and Services,R,Community,Licensing,Other Supplies & Services,2016-12-28,202824,MIKE WILSON MOTORS,4666078,869.00,MOT
Harrogate Borough Council,Supplies and Services,R,Community,Licensing,Other Supplies & Services,2016-12-07,203892,SIMON GRAEME LTD,4666112,1280.00,
Harrogate Borough Council,Supplies and Services,R,Community,Neighbourhood Services,Credit Card Fees,2016-12-14,200226,ALLPAY LTD,4666021,914.10,HARO
Harrogate Borough Council,Supplies and Services,R,Community,Neighbourhood Services,Credit Card Fees,2016-12-05,200226,ALLPAY LTD,4665728,1277.11,HARO
Harrogate Borough Council,Supplies and Services,R,Community,Neighbourhood Services,Credit Card Fees,2016-12-05,200226,ALLPAY LTD,4665731,1279.67,HARO
Harrogate Borough Council,Transfer Payments,R,Community,Neighbourhood Services,Redecoration Grants,2016-12-28,223199,DULUX DECORATOR CENTRE,4667145,307.36,DDC Voucher Scheme November 2016
Harrogate Borough Council,Transport,R,Community,Neighbourhood Services,Travel,2016-12-21,218268,REDFERN TRAVEL LTD,4666095,129.34,REDACTED - PERSONAL DATA
Harrogate Borough Council,Transport,R,Community,Neighbourhood Services,Travel,2016-12-21,218268,REDFERN TRAVEL LTD,4666095,30.14,REDACTED - PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Community,Neighbourhood Services,External Printing/Typesetting,2016-12-28,202024,TIG,4665899,697.00,
Harrogate Borough Council,GF Balance Movements/Other,R,Community,Other Services,Suspense Items (O),2016-12-12,222505,HARROGATE HOUSING ASSSOCIATION LTD,4666317,376.35,UC payment
Harrogate Borough Council,Employees,R,Community,Other Services,Professional Subscriptions,2016-12-28,203581,RICS,4665184,256.00,REDACTED - PERSONAL DATA
Harrogate Borough Council,Premises,C,Community,Parks,Payments to Ext Contractors,2016-12-21,204635,BOB COWELL,4666655,170.00,
Harrogate Borough Council,Premises,C,Community,Parks,Payments to Ext Contractors,2016-12-28,201135,DARLEY MEMORIAL HALL,4667054,7953.36,Memorial Hall Insulation works
Harrogate Borough Council,Premises,C,Community,Parks,Payments to Ext Contractors,2016-12-28,201135,DARLEY MEMORIAL HALL,4667054,2120.90,Memorial Hall Insulation works
Harrogate Borough Council,Premises,C,Community,Parks,Payments to Ext Contractors,2016-12-28,201135,DARLEY MEMORIAL HALL,4667054,335.96,Memorial Hall Insulation works
Harrogate Borough Council,Premises,C,Community,Parks,Payments to Ext Contractors,2016-12-28,203881,SICKLINGHALL PARISH COUNCIL,4666987,306.00,Pond enhancement
Harrogate Borough Council,Premises,C,Community,Parks,Payments to Ext Contractors,2016-12-21,225842,WAYSIDE BOWLING CLUB,4666863,1056.00,Carpark resurfacing
Harrogate Borough Council,Premises,C,Community,Parks,Payments to Ext Contractors,2016-12-21,204514,WIGHILL PARISH COUNCIL,4666815,351.95,Parish Notice board
Harrogate Borough Council,Premises,C,Community,Parks,Payments to Ext Contractors,2016-12-21,204514,WIGHILL PARISH COUNCIL,4666815,351.95,Parish Notice board
Harrogate Borough Council,Supplies and Services,R,Community,Parks & Street Cleansing,Waste Disposal Charges,2016-12-07,200137,A1 TRUCK AND PLANT HIRE,4665215,876.00,
Harrogate Borough Council,Supplies and Services,R,Community,Parks & Street Cleansing,Miscellaneous Expenditure,2016-12-28,200185,ADVENT CATERING GROUP,4666924,675.00,
Harrogate Borough Council,Transport,R,Community,Parks & Street Cleansing,Fuel/Oil,2016-12-12,200227,ALLSTAR BUSINESS SOLUTIONS LTD,4664729,115.78,Nov Fuel
Harrogate Borough Council,Transport,R,Community,Parks & Street Cleansing,Fuel/Oil,2016-12-12,200227,ALLSTAR BUSINESS SOLUTIONS LTD,4664729,398.44,Nov Fuel
Harrogate Borough Council,Transport,R,Community,Parks & Street Cleansing,Fuel/Oil,2016-12-12,200227,ALLSTAR BUSINESS SOLUTIONS LTD,4664729,60.37,Nov Fuel
Harrogate Borough Council,Transport,R,Community,Parks & Street Cleansing,Fuel/Oil,2016-12-28,200227,ALLSTAR BUSINESS SOLUTIONS LTD,4666448,55.02,Premium Diesel
Harrogate Borough Council,Transport,R,Community,Parks & Street Cleansing,Fuel/Oil,2016-12-28,200227,ALLSTAR BUSINESS SOLUTIONS LTD,4666448,632.36,Premium Diesel
Harrogate Borough Council,Transport,R,Community,Parks & Street Cleansing,Fuel/Oil,2016-12-28,200227,ALLSTAR BUSINESS SOLUTIONS LTD,4666448,119.22,Premium Diesel
Harrogate Borough Council,Transport,R,Community,Parks & Street Cleansing,Fuel/Oil,2016-12-28,200227,ALLSTAR BUSINESS SOLUTIONS LTD,4666825,365.82,DEC FUEL
Harrogate Borough Council,Transport,R,Community,Parks & Street Cleansing,Fuel/Oil,2016-12-28,200227,ALLSTAR BUSINESS SOLUTIONS LTD,4666825,91.54,DEC FUEL
Harrogate Borough Council,Transport,R,Community,Parks & Street Cleansing,Fuel/Oil,2016-12-28,200227,ALLSTAR BUSINESS SOLUTIONS LTD,4666825,419.62,DEC FUEL
Harrogate Borough Council,Employees,R,Community,Parks & Street Cleansing,Non Qualification Training,2016-12-28,216600,APSE,4666982,387.00,
Harrogate Borough Council,Supplies and Services,R,Community,Parks & Street Cleansing,Equipment,2016-12-28,224239,AQUAM WATER SERVICES,4664723,672.00,
Harrogate Borough Council,Premises,R,Community,Parks & Street Cleansing,Payments to Ext Contractors,2016-12-21,204635,BOB COWELL,4666655,80.00,
Harrogate Borough Council,Premises,R,Community,Parks & Street Cleansing,Reactive Repairs & Maint - F&F,2016-12-07,204635,BOB COWELL,4664514,366.00,
Harrogate Borough Council,Premises,R,Community,Parks & Street Cleansing,Reactive Repairs & Maint - F&F,2016-12-14,204635,BOB COWELL,4666523,497.00,
Harrogate Borough Council,Supplies and Services,R,Community,Parks & Street Cleansing,Poop Scoop Scheme,2016-12-14,204635,BOB COWELL,4666525,580.00,
Harrogate Borough Council,Employees,R,Community,Parks & Street Cleansing,Non Qualification Training,2016-12-19,200997,CRAVEN COLLEGE,4666610,920.00,
Harrogate Borough Council,Premises,R,Community,Parks & Street Cleansing,Refuse Collection/Removal,2016-12-21,201011,CROMWELL POLYTHENE LTD,4665499,1268.96,120L 12kg ENSA Black Refuse Sack
Harrogate Borough Council,Supplies and Services,R,Community,Parks & Street Cleansing,Equipment,2016-12-28,201034,D & S KITCHING LTD,4666612,360.00,
Harrogate Borough Council,Supplies and Services,R,Community,Parks & Street Cleansing,Hort Materials - Direct Purchase,2016-12-28,201170,DE-SIGNS SIGNS & GRAPHICS CENTRE LTD,4666347,240.00,
Harrogate Borough Council,Premises,R,Community,Parks & Street Cleansing,Grounds Maintenance Grants,2016-12-19,201649,GREWELTHORPE PARISH COUNCIL,4666715,287.09,Grounds maintenance 1617
Harrogate Borough Council,Premises,R,Community,Parks & Street Cleansing,Grounds Maintenance Grants,2016-12-21,201726,HAMPSTHWAITE PARISH COUNCIL,4666820,447.30,Grounds maintenance 2016  17
Harrogate Borough Council,Premises,R,Community,Parks & Street Cleansing,External Security,2016-12-07,203050,NORTH YORKSHIRE MOUNTED RANGER,4665561,1271.17,RANGER SERVICES
Harrogate Borough Council,Transport,R,Community,Parks & Street Cleansing,Fuel/Oil,2016-12-07,224546,RIX PETROLEUM (HULL) LIMITED,4664307,941.90,
Harrogate Borough Council,Supplies and Services,R,Community,Parks & Street Cleansing,Equipment,2016-12-07,203872,SHERWOOD SERVICES (UK) LTD,4665519,200.00,
Harrogate Borough Council,Premises,R,Community,Parks & Street Cleansing,Grounds Maintenance Grants,2016-12-19,204482,WEETON PARISH COUNCIL,4666713,301.19,Grounds maintenance 2016  17
Harrogate Borough Council,Premises,R,Community,Parks & Street Cleansing,Refuse Collection/Removal,2016-12-05,208373,WETHERBY SKIP HIRE SERVICES,4664630,225.00,VARIOUS
Harrogate Borough Council,Premises,R,Community,Parks & Street Cleansing,Refuse Collection/Removal,2016-12-05,208373,WETHERBY SKIP HIRE SERVICES,4664630,225.00,VARIOUS
Harrogate Borough Council,Premises,R,Community,Parks & Street Cleansing,Refuse Collection/Removal,2016-12-05,208373,WETHERBY SKIP HIRE SERVICES,4664630,225.00,VARIOUS
Harrogate Borough Council,Premises,R,Community,Parks & Street Cleansing,Refuse Collection/Removal,2016-12-21,208373,WETHERBY SKIP HIRE SERVICES,4664595,150.00,
Harrogate Borough Council,Premises,R,Community,Parks & Street Cleansing,Refuse Collection/Removal,2016-12-21,208373,WETHERBY SKIP HIRE SERVICES,4664595,200.00,
Harrogate Borough Council,Premises,R,Community,Parks & Street Cleansing,Refuse Collection/Removal,2016-12-21,208373,WETHERBY SKIP HIRE SERVICES,4664595,235.00,
Harrogate Borough Council,Premises,R,Community,Parks & Street Cleansing,Refuse Collection/Removal,2016-12-21,208373,WETHERBY SKIP HIRE SERVICES,4664595,200.00,
Harrogate Borough Council,Premises,R,Community,Parks & Street Cleansing,Refuse Collection/Removal,2016-12-21,208373,WETHERBY SKIP HIRE SERVICES,4664595,480.00,
Harrogate Borough Council,Premises,R,Community,Parks & Street Cleansing,Refuse Collection/Removal,2016-12-21,208373,WETHERBY SKIP HIRE SERVICES,4664595,200.00,
Harrogate Borough Council,Premises,R,Community,Parks & Street Cleansing,Refuse Collection/Removal,2016-12-21,208373,WETHERBY SKIP HIRE SERVICES,4664595,200.00,
Harrogate Borough Council,Transport,R,Community,Parks & Street Cleansing,Repairs and Maintenance,2016-12-28,204774,WILLIAM BIRCH & SONS LTD,4666558,418.78,Damage Charge
Harrogate Borough Council,Employees,R,Community,Private Sector Housing,Non Qualification Training,2016-12-21,200964,CONTACT PROPERTY TRAINING LTD,4666234,210.00,
Harrogate Borough Council,Supplies and Services,R,Community,Private Sector Housing,Equipment,2016-12-14,219970,GEMINI DATA LOGGERS (UK) LTD,4665262,631.00,
Harrogate Borough Council,Supplies and Services,R,Community,Private Sector Housing,Equipment,2016-12-14,219970,GEMINI DATA LOGGERS (UK) LTD,4665262,9.95,
Harrogate Borough Council,Transport,R,Community,Private Sector Housing,Travel,2016-12-21,218268,REDFERN TRAVEL LTD,4666095,16.70,REDACTED - PERSONAL DATA
Harrogate Borough Council,Transfer Payments,C,Community,Private Sector Housing,Mand Disabled Facilities Grants,2016-12-05,202544,THYSSENKRUPP ENCASA,4665800,1630.00,Disabled facilities grant
Harrogate Borough Council,Transfer Payments,C,Community,Private Sector Housing,Mand Disabled Facilities Grants,2016-12-19,202544,THYSSENKRUPP ENCASA,4666632,1630.00,REISSUE TRANS NO 4665800
Harrogate Borough Council,Transfer Payments,C,Community,Private Sector Housing,Mand Disabled Facilities Grants,2016-12-05,204607,YORKSHIRE HOUSING FOUNDATION,4665801,1237.07,Disabled facilities grant
Harrogate Borough Council,Supplies and Services,R,Community,Property (Gen Mgmt),Valuation Fees,2016-12-07,217902,HILL CANNON (UK) LLP,1646681,225.00,245298/1
