Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment date,Supplier Name(T),Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,20/07/2016,HELP-LINK UK LTD,1629260,98.16,227289/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,20/07/2016,HELP-LINK UK LTD,1629260,98.16,234272/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,20/07/2016,HELP-LINK UK LTD,1629260,98.16,234289/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,20/07/2016,HELP-LINK UK LTD,1629260,98.16,234290/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,20/07/2016,HELP-LINK UK LTD,1629260,98.16,234291/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,20/07/2016,HELP-LINK UK LTD,1629260,98.16,234293/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,20/07/2016,HELP-LINK UK LTD,1629260,98.16,234296/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,20/07/2016,HELP-LINK UK LTD,1629260,98.16,234300/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,20/07/2016,HELP-LINK UK LTD,1629260,98.16,233320/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,20/07/2016,HELP-LINK UK LTD,1629260,98.16,233646/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,20/07/2016,HELP-LINK UK LTD,1629260,98.16,233649/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,20/07/2016,HELP-LINK UK LTD,1629260,98.16,233700/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,20/07/2016,HELP-LINK UK LTD,1629260,98.16,233705/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,20/07/2016,HELP-LINK UK LTD,1629260,98.16,234267/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,20/07/2016,HELP-LINK UK LTD,1629260,98.16,234271/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,20/07/2016,HELP-LINK UK LTD,1629260,98.16,232963/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,20/07/2016,HELP-LINK UK LTD,1629260,98.16,233246/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,20/07/2016,HELP-LINK UK LTD,1629260,98.16,233270/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,20/07/2016,HELP-LINK UK LTD,1629260,98.16,233279/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,20/07/2016,HELP-LINK UK LTD,1629260,98.16,233298/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,20/07/2016,HELP-LINK UK LTD,1629260,98.16,233311/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,20/07/2016,HELP-LINK UK LTD,1629260,98.16,233314/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,20/07/2016,HELP-LINK UK LTD,1629260,98.16,234315/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,20/07/2016,HELP-LINK UK LTD,1629260,98.16,234316/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,20/07/2016,HELP-LINK UK LTD,1629260,98.16,234319/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,20/07/2016,HELP-LINK UK LTD,1629260,98.16,234321/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,20/07/2016,HELP-LINK UK LTD,1629260,98.16,234322/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,20/07/2016,HELP-LINK UK LTD,1629260,98.16,234323/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,20/07/2016,HELP-LINK UK LTD,1629260,98.16,234325/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,20/07/2016,HELP-LINK UK LTD,1629260,98.16,234922/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,20/07/2016,HELP-LINK UK LTD,1629260,98.16,235438/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,20/07/2016,HELP-LINK UK LTD,1629260,98.16,231767/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,20/07/2016,HELP-LINK UK LTD,1629260,98.16,232525/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,20/07/2016,HELP-LINK UK LTD,1629260,98.16,232530/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,20/07/2016,HELP-LINK UK LTD,1629260,98.16,232916/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,20/07/2016,HELP-LINK UK LTD,1629260,98.16,232924/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,20/07/2016,HELP-LINK UK LTD,1629260,98.16,232930/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,228296/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,228937/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,230467/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,234762/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,234763/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,230472/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,230487/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,230493/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,230834/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,231712/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,231720/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,232955/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,233294/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,233696/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,234301/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,234318/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,234326/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,234327/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,234328/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,234330/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,234331/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,234935/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,234937/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,234939/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,234941/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,234942/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,226319/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,234952/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,234333/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,234700/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,234702/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,234704/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,234705/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,234712/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,234715/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,234764/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,234918/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,234924/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,234928/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,234929/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,234933/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,234934/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,234953/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,234954/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,234956/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,234958/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,234959/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,234961/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,235359/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,234749/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,234723/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,234724/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,234727/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,234751/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,234733/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,234735/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,234737/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,234741/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,234742/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,234744/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,235366/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,237055/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,234730/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,234731/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,234732/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,226947/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,227253/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,234745/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,234746/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,234747/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,234748/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,234753/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,234754/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,27/07/2016,HELP-LINK UK LTD,1629524,98.16,234758/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,13/07/2016,HELP-LINK UK LTD,1628827,98.16,233277/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,13/07/2016,HELP-LINK UK LTD,1628827,98.16,233278/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,13/07/2016,HELP-LINK UK LTD,1628827,98.16,232949/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,13/07/2016,HELP-LINK UK LTD,1628827,98.16,233299/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,13/07/2016,HELP-LINK UK LTD,1628827,98.16,233300/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,13/07/2016,HELP-LINK UK LTD,1628827,98.16,233695/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,13/07/2016,HELP-LINK UK LTD,1628827,98.16,233699/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,13/07/2016,HELP-LINK UK LTD,1628827,98.16,233660/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,13/07/2016,HELP-LINK UK LTD,1628827,98.16,233661/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,13/07/2016,HELP-LINK UK LTD,1628827,98.16,233662/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,13/07/2016,HELP-LINK UK LTD,1628827,98.16,233272/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,13/07/2016,HELP-LINK UK LTD,1628827,98.16,233273/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,13/07/2016,HELP-LINK UK LTD,1628827,98.16,233276/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,13/07/2016,HELP-LINK UK LTD,1628827,98.16,233267/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,13/07/2016,HELP-LINK UK LTD,1628827,98.16,233268/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,13/07/2016,HELP-LINK UK LTD,1628827,98.16,233269/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,13/07/2016,HELP-LINK UK LTD,1628827,98.16,233286/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,13/07/2016,HELP-LINK UK LTD,1628827,98.16,233287/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,13/07/2016,HELP-LINK UK LTD,1628827,98.16,233288/1
