Newcastle City Council Invoices over 500 paid in August 2010
Directorate,Service Area,Payment Date,Supplier Name,Internal Ref,Capital/ Revenue,Grand Total
Adult and Culture,Social Services - Social Care Payments,2010-08-23,CARELINE HOMECARE LTD,4785396,Revenue,516.40
Adult and Culture,Social Services - Social Care Payments,2010-08-23,CARELINE HOMECARE LTD,4785418,Revenue,811.52
Adult and Culture,Social Services - Social Care Payments,2010-08-02,CARES (HUMAN SERVICES) LTD,4761359,Revenue,1989.00
Adult and Culture,Social Services - Social Care Payments,2010-08-02,CARES (HUMAN SERVICES) LTD,4761360,Revenue,1989.00
Adult and Culture,Social Services - Social Care Payments,2010-08-02,CARES (HUMAN SERVICES) LTD,4761371,Revenue,1989.00
Adult and Culture,Social Services - Social Care Payments,2010-08-25,CARES (HUMAN SERVICES) LTD,4789015,Revenue,1989.00
Adult and Culture,Social Services - Social Care Payments,2010-08-25,CARES (HUMAN SERVICES) LTD,4789094,Revenue,1989.00
Adult and Culture,Social Services - Social Care Payments,2010-08-25,CARES (HUMAN SERVICES) LTD,4789095,Revenue,1989.00
Adult and Culture,Social Services - Social Care Payments,2010-08-25,CARES (HUMAN SERVICES) LTD,4789096,Revenue,1989.00
Adult and Culture,Social Services - Social Care Payments,2010-08-11,CAREWATCH (NEWCASTLE UPON TYNE),4772245,Revenue,2548.47
Adult and Culture,Social Services - Social Care Payments,2010-08-11,CAREWATCH (NEWCASTLE UPON TYNE),4772247,Revenue,1568.62
Adult and Culture,Social Services - Social Care Payments,2010-08-17,CAREWATCH (NEWCASTLE UPON TYNE),4778697,Revenue,1698.36
Adult and Culture,Social Services - Social Care Payments,2010-08-17,CAREWATCH (NEWCASTLE UPON TYNE),4778910,Revenue,523.48
Adult and Culture,Social Services - Social Care Payments,2010-08-23,CAREWATCH (NORTH TYNESIDE),4785419,Revenue,1172.36
Adult and Culture,Social Services - Social Care Payments,2010-08-23,CAREWATCH (NORTH TYNESIDE),4785420,Revenue,1886.72
Adult and Culture,Social Services - Social Care Payments,2010-08-26,CASTLE CRAIG HOSPITAL LTD,4790038,Revenue,1263.64
Adult and Culture,Social Services - Social Care Payments,2010-08-25,CIC,4789021,Revenue,916.98
Adult and Culture,Social Services - Social Care Payments,2010-08-25,CIC,4789022,Revenue,1075.08
Adult and Culture,Social Services - Social Care Payments,2010-08-25,CIC,4789025,Revenue,822.52
Adult and Culture,Social Services - Social Care Payments,2010-08-26,CITY OF SUNDERLAND,4789860,Revenue,130314.00
Adult and Culture,Social Services - Social Care Payments,2010-08-23,COMFORT CALL LTD,4785421,Revenue,2036.98
Adult and Culture,Social Services - Social Care Payments,2010-08-11,CONTINUUM GROUP,4771986,Revenue,21921.34
Adult and Culture,Social Services - Social Care Payments,2010-08-11,CONTINUUM GROUP,4771987,Revenue,21921.34
Adult and Culture,Social Services - Social Care Payments,2010-08-12,CONTINUUM GROUP,4773752,Revenue,12297.39
Adult and Culture,Social Services - Social Care Payments,2010-08-12,CONTINUUM GROUP,4773753,Revenue,9428.60
Adult and Culture,Social Services - Social Care Payments,2010-08-12,CONTINUUM GROUP,4773754,Revenue,17492.99
Adult and Culture,Social Services - Social Care Payments,2010-08-12,CONTINUUM GROUP,4773755,Revenue,14950.37
Adult and Culture,Social Services - Social Care Payments,2010-08-12,CONTINUUM GROUP,4773756,Revenue,14614.33
Adult and Culture,Social Services - Social Care Payments,2010-08-25,COQUET TRUST,4789103,Revenue,775.97
Adult and Culture,Social Services - Social Care Payments,2010-08-25,COQUET TRUST,4789105,Revenue,660.40
Adult and Culture,Social Services - Social Care Payments,2010-08-25,COQUET TRUST,4789107,Revenue,924.56
Adult and Culture,Social Services - Social Care Payments,2010-08-25,COQUET TRUST,4789109,Revenue,594.36
Adult and Culture,Social Services - Social Care Payments,2010-08-30,COQUET TRUST,4792762,Revenue,854.13
Adult and Culture,Social Services - Social Care Payments,2010-08-30,COQUET TRUST,4792763,Revenue,2189.46
Adult and Culture,Social Services - Social Care Payments,2010-08-30,COQUET TRUST,4792766,Revenue,836.08
Adult and Culture,Social Services - Social Care Payments,2010-08-30,COQUET TRUST,4792770,Revenue,1407.51
Adult and Culture,Social Services - Social Care Payments,2010-08-23,DEMENTIA CARE PARTNERSHIP,4785422,Revenue,1491.84
Adult and Culture,Social Services - Social Care Payments,2010-08-23,DEMENTIA CARE PARTNERSHIP,4785423,Revenue,1656.80
Adult and Culture,Social Services - Social Care Payments,2010-08-17,DH HOMECARE LTD,4778911,Revenue,1582.20
Adult and Culture,Social Services - Social Care Payments,2010-08-10,EVOLUTION CHILDREN SERVICES,4770619,Revenue,12000.00
Adult and Culture,Social Services - Social Care Payments,2010-08-12,EVOLUTION CHILDREN SERVICES,4773751,Revenue,12000.00
Adult and Culture,Social Services - Social Care Payments,2010-08-18,EVOLUTION CHILDREN SERVICES,4781468,Revenue,12000.00
Adult and Culture,Social Services - Social Care Payments,2010-08-12,FOSTER CARE ASSOCIATES,4773911,Revenue,1094.80
Adult and Culture,Social Services - Social Care Payments,2010-08-02,FOUR SEASONS HEALTH CARE,4761358,Revenue,13494.60
Adult and Culture,Social Services - Social Care Payments,2010-08-25,FOUR SEASONS HEALTH CARE,4789092,Revenue,13494.60
Adult and Culture,Social Services - Social Care Payments,2010-08-18,FUN,4781470,Revenue,780.00
Adult and Culture,Social Services - Social Care Payments,2010-08-19,GAILEY LODGE,4782680,Revenue,1351.60
Adult and Culture,Social Services - Social Care Payments,2010-08-02,GUARDIAN HOMECARE & NURSING (NCLE) LTD,4761362,Revenue,649.92
Adult and Culture,Social Services - Social Care Payments,2010-08-02,GUARDIAN HOMECARE & NURSING (NCLE) LTD,4761363,Revenue,703.38
Adult and Culture,Social Services - Social Care Payments,2010-08-02,GUARDIAN HOMECARE & NURSING (NCLE) LTD,4761364,Revenue,642.84
Adult and Culture,Social Services - Social Care Payments,2010-08-02,GUARDIAN HOMECARE & NURSING (NCLE) LTD,4761365,Revenue,525.96
Adult and Culture,Social Services - Social Care Payments,2010-08-02,GUARDIAN HOMECARE & NURSING (NCLE) LTD,4761370,Revenue,567.28
Adult and Culture,Social Services - Social Care Payments,2010-08-04,GUARDIAN HOMECARE & NURSING (NCLE) LTD,4765934,Revenue,5335.52
Adult and Culture,Social Services - Social Care Payments,2010-08-04,GUARDIAN HOMECARE & NURSING (NCLE) LTD,4765935,Revenue,10769.57
Adult and Culture,Social Services - Social Care Payments,2010-08-04,GUARDIAN HOMECARE & NURSING (NCLE) LTD,4765936,Revenue,501.20
Adult and Culture,Social Services - Social Care Payments,2010-08-04,GUARDIAN HOMECARE & NURSING (NCLE) LTD,4765937,Revenue,8100.18
Adult and Culture,Social Services - Social Care Payments,2010-08-04,GUARDIAN HOMECARE & NURSING (NCLE) LTD,4765938,Revenue,4364.76
Adult and Culture,Social Services - Social Care Payments,2010-08-04,GUARDIAN HOMECARE & NURSING (NCLE) LTD,4765945,Revenue,5324.83
Adult and Culture,Social Services - Social Care Payments,2010-08-04,GUARDIAN HOMECARE & NURSING (NCLE) LTD,4765949,Revenue,7661.59
Adult and Culture,Social Services - Social Care Payments,2010-08-04,GUARDIAN HOMECARE & NURSING (NCLE) LTD,4765973,Revenue,1440.95
Adult and Culture,Social Services - Social Care Payments,2010-08-04,GUARDIAN HOMECARE & NURSING (NCLE) LTD,4765978,Revenue,1177.41
Adult and Culture,Social Services - Social Care Payments,2010-08-04,GUARDIAN HOMECARE & NURSING (NCLE) LTD,4765979,Revenue,5043.49
Adult and Culture,Social Services - Social Care Payments,2010-08-16,GUARDIAN HOMECARE & NURSING (NCLE) LTD,4775908,Revenue,504.33
Adult and Culture,Social Services - Social Care Payments,2010-08-16,GUARDIAN HOMECARE & NURSING (NCLE) LTD,4775909,Revenue,575.84
Adult and Culture,Social Services - Social Care Payments,2010-08-17,GUARDIAN HOMECARE & NURSING (NCLE) LTD,4778913,Revenue,1257.84
Adult and Culture,Social Services - Social Care Payments,2010-08-17,GUARDIAN HOMECARE & NURSING (NCLE) LTD,4778915,Revenue,1388.80
Adult and Culture,Social Services - Social Care Payments,2010-08-25,GUARDIAN HOMECARE & NURSING (NCLE) LTD,4789050,Revenue,1183.41
Adult and Culture,Social Services - Social Care Payments,2010-08-25,GUARDIAN HOMECARE & NURSING (NCLE) LTD,4789051,Revenue,568.68
Adult and Culture,Social Services - Social Care Payments,2010-08-25,GUARDIAN HOMECARE & NURSING (NCLE) LTD,4789052,Revenue,567.04
Adult and Culture,Social Services - Social Care Payments,2010-08-25,GUARDIAN HOMECARE & NURSING (NCLE) LTD,4789054,Revenue,818.16
Adult and Culture,Social Services - Social Care Payments,2010-08-25,GUARDIAN HOMECARE & NURSING (NCLE) LTD,4789055,Revenue,642.84
Adult and Culture,Social Services - Social Care Payments,2010-08-25,GUARDIAN HOMECARE & NURSING (NCLE) LTD,4789056,Revenue,818.47
Adult and Culture,Social Services - Social Care Payments,2010-08-17,HAMPSHIRE COUNTY COUNCIL,4778713,Revenue,1125.25
Adult and Culture,Social Services - Social Care Payments,2010-08-12,HOWARD HOUSE CARE LTD,4773757,Revenue,3520.00
Adult and Culture,Social Services - Social Care Payments,2010-08-12,HOWARD HOUSE CARE LTD,4773758,Revenue,3520.00
Adult and Culture,Social Services - Social Care Payments,2010-08-25,HOWARD HOUSE CARE LTD,4788973,Revenue,3520.00
Adult and Culture,Social Services - Social Care Payments,2010-08-17,ID SUPPORT LTD,4778699,Revenue,1769.52
Adult and Culture,Social Services - Social Care Payments,2010-08-11,IMPROVEMENT & DEVELOPMENT AGENCY FOR LOC,4401362,Revenue,13438.48
Adult and Culture,Social Services - Social Care Payments,2010-08-09,KELLY PARK CARING AGENCY LTD,4769192,Revenue,14524.50
Adult and Culture,Social Services - Social Care Payments,2010-08-24,KENSINGTON RESIDENTIAL HOME,4789390,Revenue,48401.30
Adult and Culture,Social Services - Social Care Payments,2010-08-23,KEY ENTERPRISES (1983) LTD,4785256,Revenue,17500.00
Adult and Culture,Social Services - Social Care Payments,2010-08-23,KEY ENTERPRISES (1983) LTD,4785257,Revenue,17500.00
Adult and Culture,Social Services - Social Care Payments,2010-08-23,KEY ENTERPRISES (1983) LTD,4785397,Revenue,1636.44
Adult and Culture,Social Services - Social Care Payments,2010-08-17,LEONARD CHESHIRE DISABILITY,4778727,Revenue,678.72
Adult and Culture,Social Services - Social Care Payments,2010-08-17,LEONARD CHESHIRE DISABILITY,4778731,Revenue,593.88
Adult and Culture,Social Services - Social Care Payments,2010-08-17,LEONARD CHESHIRE DISABILITY,4778733,Revenue,631.20
Adult and Culture,Social Services - Social Care Payments,2010-08-04,LS CARE LTD,4765932,Revenue,2532.73
Adult and Culture,Social Services - Social Care Payments,2010-08-04,LS CARE LTD,4765992,Revenue,714.15
Adult and Culture,Social Services - Social Care Payments,2010-08-17,LS CARE LTD,4778716,Revenue,2532.73
Adult and Culture,Social Services - Social Care Payments,2010-08-17,LS CARE LTD,4778734,Revenue,714.15
Adult and Culture,Social Services - Social Care Payments,2010-08-23,LS CARE LTD,4785424,Revenue,2532.73
Adult and Culture,Social Services - Social Care Payments,2010-08-23,LS CARE LTD,4785425,Revenue,714.15
Adult and Culture,Social Services - Social Care Payments,2010-08-16,MEARS CARE LTD,4775910,Revenue,17488.00
Adult and Culture,Social Services - Social Care Payments,2010-08-16,MEARS CARE LTD,4775911,Revenue,13116.00
Adult and Culture,Social Services - Social Care Payments,2010-08-17,MENCAP,4778700,Revenue,6497.52
Adult and Culture,Social Services - Social Care Payments,2010-08-26,MENTAL HEALTH MATTERS,4789861,Revenue,36050.00
Adult and Culture,Social Services - Social Care Payments,2010-08-26,MENTAL HEALTH MATTERS,4789862,Revenue,36050.00
Adult and Culture,Social Services - Social Care Payments,2010-08-26,MENTAL HEALTH MATTERS,4790160,Revenue,9768.88
Adult and Culture,Social Services - Social Care Payments,2010-08-26,MENTAL HEALTH MATTERS,4790161,Revenue,17536.00
Adult and Culture,Social Services - Social Care Payments,2010-08-26,MENTAL HEALTH MATTERS,4790162,Revenue,3460.00
Adult and Culture,Social Services - Social Care Payments,2010-08-26,MENTAL HEALTH MATTERS,4790169,Revenue,3460.00
Adult and Culture,Social Services - Social Care Payments,2010-08-09,MERIT HOME CARE SERVICES,4769193,Revenue,1473.12
Adult and Culture,Social Services - Social Care Payments,2010-08-12,NATIONAL FOSTERING AGENCY,4773903,Revenue,2852.00
Adult and Culture,Social Services - Social Care Payments,2010-08-12,NATIONAL FOSTERING AGENCY,4773904,Revenue,2852.00
Adult and Culture,Social Services - Social Care Payments,2010-08-26,NEURO PARTNERS LTD,4790046,Revenue,2125.00
Adult and Culture,Social Services - Social Care Payments,2010-08-26,NEURO PARTNERS LTD,4790047,Revenue,620.00
Adult and Culture,Social Services - Social Care Payments,2010-08-26,NEURO PARTNERS LTD,4790048,Revenue,580.00
Adult and Culture,Social Services - Social Care Payments,2010-08-12,NEW HORIZONS CHILDCARE LTD,4773905,Revenue,14614.33
Adult and Culture,Social Services - Social Care Payments,2010-08-12,NEW HORIZONS CHILDCARE LTD,4773906,Revenue,12400.00
Adult and Culture,Social Services - Social Care Payments,2010-08-12,NEW HORIZONS CHILDCARE LTD,4773907,Revenue,13822.59
Adult and Culture,Social Services - Social Care Payments,2010-08-25,NEW HORIZONS CHILDCARE LTD,4788963,Revenue,4800.00
Adult and Culture,Social Services - Social Care Payments,2010-08-25,NEW HORIZONS CHILDCARE LTD,4788964,Revenue,12400.00
Adult and Culture,Social Services - Social Care Payments,2010-08-25,NEW HORIZONS CHILDCARE LTD,4788965,Revenue,12400.00
Adult and Culture,Social Services - Social Care Payments,2010-08-04,NEW PROSPECTS ASSOCIATION LTD,4766035,Revenue,599.04
Adult and Culture,Social Services - Social Care Payments,2010-08-04,NEW PROSPECTS ASSOCIATION LTD,4766037,Revenue,948.48
Adult and Culture,Social Services - Social Care Payments,2010-08-04,NEW PROSPECTS ASSOCIATION LTD,4766038,Revenue,599.04
Adult and Culture,Social Services - Social Care Payments,2010-08-04,NEW PROSPECTS ASSOCIATION LTD,4766039,Revenue,798.72
Adult and Culture,Social Services - Social Care Payments,2010-08-04,NEW PROSPECTS ASSOCIATION LTD,4766040,Revenue,948.48
Adult and Culture,Social Services - Social Care Payments,2010-08-04,NEW PROSPECTS ASSOCIATION LTD,4766041,Revenue,2246.40
Adult and Culture,Social Services - Social Care Payments,2010-08-04,NEW PROSPECTS ASSOCIATION LTD,4766044,Revenue,698.88
Adult and Culture,Social Services - Social Care Payments,2010-08-04,NEW PROSPECTS ASSOCIATION LTD,4766046,Revenue,1248.00
Adult and Culture,Social Services - Social Care Payments,2010-08-04,NEW PROSPECTS ASSOCIATION LTD,4766047,Revenue,599.04
Adult and Culture,Social Services - Social Care Payments,2010-08-05,NEW PROSPECTS ASSOCIATION LTD,4767289,Revenue,998.40
Adult and Culture,Social Services - Social Care Payments,2010-08-05,NEW PROSPECTS ASSOCIATION LTD,4767290,Revenue,611.52
Adult and Culture,Social Services - Social Care Payments,2010-08-05,NEW PROSPECTS ASSOCIATION LTD,4767293,Revenue,1248.00
Adult and Culture,Social Services - Social Care Payments,2010-08-05,NEW PROSPECTS ASSOCIATION LTD,4767294,Revenue,1106.88
Adult and Culture,Social Services - Social Care Payments,2010-08-05,NEW PROSPECTS ASSOCIATION LTD,4767297,Revenue,599.04
Adult and Culture,Social Services - Social Care Payments,2010-08-05,NEW PROSPECTS ASSOCIATION LTD,4767301,Revenue,1098.24
Adult and Culture,Social Services - Social Care Payments,2010-08-05,NEW PROSPECTS ASSOCIATION LTD,4767302,Revenue,1397.76
Adult and Culture,Social Services - Social Care Payments,2010-08-05,NEW PROSPECTS ASSOCIATION LTD,4767303,Revenue,655.20
Adult and Culture,Social Services - Social Care Payments,2010-08-23,NEW PROSPECTS ASSOCIATION LTD,4785260,Revenue,2190.24
Adult and Culture,Social Services - Social Care Payments,2010-08-23,NEW PROSPECTS ASSOCIATION LTD,4785261,Revenue,611.52
Adult and Culture,Social Services - Social Care Payments,2010-08-23,NEW PROSPECTS ASSOCIATION LTD,4785262,Revenue,574.08
Adult and Culture,Social Services - Social Care Payments,2010-08-26,NEWCASTLE HEALTHY CITY PROJECT,4790158,Revenue,10000.00
Adult and Culture,Social Services - Social Care Payments,2010-08-26,NORTH TYNESIDE PRIMARY CARE TRUST,4790159,Revenue,1015.15
Adult and Culture,Social Services - Social Care Payments,2010-08-10,NORTHUMBERLAND COUNTY COUNCIL,4770617,Revenue,23675.10
Adult and Culture,Social Services - Social Care Payments,2010-08-30,NORTHUMBERLAND COUNTY COUNCIL,4792256,Revenue,30080.54
Adult and Culture,Social Services - Social Care Payments,2010-08-26,NORTHUMBERLAND TYNE & WEAR NHS TRUST,4775912,Revenue,3464.00
Adult and Culture,Social Services - Social Care Payments,2010-08-26,NORTHUMBERLAND TYNE & WEAR NHS TRUST,4790164,Revenue,3285.00
Adult and Culture,Social Services - Social Care Payments,2010-08-23,NORTHUMBRIA DAYBREAK,4785399,Revenue,739.50
Adult and Culture,Social Services - Social Care Payments,2010-08-17,NORWOOD RAVENSWOOD SERVICES LTD,4778703,Revenue,1444.24
Adult and Culture,Social Services - Social Care Payments,2010-08-23,ORCHARD HOME CARE SERVICES LTD,4785412,Revenue,1339.75
Adult and Culture,Social Services - Social Care Payments,2010-08-12,OUTDOOR CARE LTD,4773775,Revenue,3920.00
Adult and Culture,Social Services - Social Care Payments,2010-08-12,OUTDOOR CARE LTD,4773776,Revenue,3920.00
Adult and Culture,Social Services - Social Care Payments,2010-08-12,OUTDOOR CARE LTD,4773908,Revenue,3920.00
Adult and Culture,Social Services - Social Care Payments,2010-08-12,OUTDOOR CARE LTD,4773909,Revenue,3920.00
Adult and Culture,Social Services - Social Care Payments,2010-08-10,PEAR TREE PROJECTS LTD,4770618,Revenue,81862.11
Adult and Culture,Social Services - Social Care Payments,2010-08-30,PEAR TREE PROJECTS LTD,4792257,Revenue,116953.27
Adult and Culture,Social Services - Social Care Payments,2010-08-24,PEMBROKE REST HOME,4787563,Revenue,872.74
Adult and Culture,Social Services - Social Care Payments,2010-08-09,PHOENIX HOUSE,4769195,Revenue,2195.40
Adult and Culture,Social Services - Social Care Payments,2010-08-09,PHOENIX HOUSE,4769196,Revenue,2352.21
Adult and Culture,Social Services - Social Care Payments,2010-08-16,PHOENIX HOUSE,4775913,Revenue,2167.52
Adult and Culture,Social Services - Social Care Payments,2010-08-26,PHOENIX HOUSE,4790049,Revenue,2430.62
Adult and Culture,Social Services - Social Care Payments,2010-08-02,PLACES FOR CHILDREN,4761389,Revenue,948.36
Adult and Culture,Social Services - Social Care Payments,2010-08-04,POSITIVE LIFE CHOICES(F),4765951,Revenue,504.42
Adult and Culture,Social Services - Social Care Payments,2010-08-11,POSITIVE LIFE CHOICES(F),4772255,Revenue,1044.40
Adult and Culture,Social Services - Social Care Payments,2010-08-11,POSITIVE LIFE CHOICES(F),4772256,Revenue,969.67
Adult and Culture,Social Services - Social Care Payments,2010-08-11,POSITIVE LIFE CHOICES(F),4772257,Revenue,504.42
Adult and Culture,Social Services - Social Care Payments,2010-08-16,POSITIVE LIFE CHOICES(F),4775916,Revenue,504.42
Adult and Culture,Social Services - Social Care Payments,2010-08-04,PRESTIGE NURSING,4765993,Revenue,654.60
Adult and Culture,Social Services - Social Care Payments,2010-08-25,RADICAL SERVICES LTD,4788958,Revenue,24304.00
Adult and Culture,Social Services - Social Care Payments,2010-08-09,Redacted Personal Data,4769204,Revenue,1388.00
Adult and Culture,Social Services - Social Care Payments,2010-08-24,Redacted Personal Data,4787577,Revenue,1262.00
Adult and Culture,Social Services - Social Care Payments,2010-08-24,Redacted Personal Data,4787579,Revenue,601.00
Adult and Culture,Social Services - Social Care Payments,2010-08-04,Redacted Personal Data,4765952,Revenue,513.09
Adult and Culture,Social Services - Social Care Payments,2010-08-05,Redacted Personal Data,4767042,Revenue,588.06
Adult and Culture,Social Services - Social Care Payments,2010-08-22,Redacted Personal Data,4784075,Revenue,1172.29
Adult and Culture,Social Services - Social Care Payments,2010-08-23,Redacted Personal Data,4785408,Revenue,841.50
Adult and Culture,Social Services - Social Care Payments,2010-08-23,Redacted Personal Data,4785410,Revenue,1307.39
Adult and Culture,Social Services - Social Care Payments,2010-08-22,Redacted Personal Data,4784080,Revenue,1136.00
Adult and Culture,Social Services - Social Care Payments,2010-08-25,REFLEXION CARE,4788976,Revenue,19238.60
Adult and Culture,Social Services - Social Care Payments,2010-08-12,RIGHT TRAK LTD,4773770,Revenue,11400.00
Adult and Culture,Social Services - Social Care Payments,2010-08-12,RIGHT TRAK LTD,4773771,Revenue,11400.00
Adult and Culture,Social Services - Social Care Payments,2010-08-12,RIGHT TRAK LTD,4773772,Revenue,11400.00
Adult and Culture,Social Services - Social Care Payments,2010-08-12,RIGHT TRAK LTD,4773773,Revenue,11400.00
Adult and Culture,Social Services - Social Care Payments,2010-08-12,RIGHT TRAK LTD,4773774,Revenue,11400.00
Adult and Culture,Social Services - Social Care Payments,2010-08-25,RIGHT TRAK LTD,4788962,Revenue,22800.00
Adult and Culture,Social Services - Social Care Payments,2010-08-23,SELF UNLIMITED,4785400,Revenue,2684.47
Adult and Culture,Social Services - Social Care Payments,2010-08-24,SEXUAL BEHAVIOUR UNIT,4787688,Revenue,2123.62
Adult and Culture,Social Services - Social Care Payments,2010-08-23,SKILLS FOR PEOPLE,4785415,Revenue,2453.66
Adult and Culture,Social Services - Social Care Payments,2010-08-23,ST ANNES COMMUNITY SERVICES,4785403,Revenue,3745.84
Adult and Culture,Social Services - Social Care Payments,2010-08-12,ST CUTHBERTS CARE,4773767,Revenue,6857.14
Adult and Culture,Social Services - Social Care Payments,2010-08-12,ST CUTHBERTS CARE,4773768,Revenue,9521.43
Adult and Culture,Social Services - Social Care Payments,2010-08-12,ST CUTHBERTS CARE,4773769,Revenue,11514.29
