Strgrpcc(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,43979056,0,201709,NEW LEAF ASP,3000,2017-12-19,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,43979574,0,201709,CUMBRIC CHANGING MINDS,11060,2017-12-21,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,43979576,0,201709,TRINITY ACADEMY NEWCASTLE,500,2017-12-21,
"Care, Wellbeing & Learning",Third Party Payments,Third Party Payments,43979811,0,201709,KIP MCGRATH EDUCATION CENTRE,10360,2017-12-22,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,512,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1146,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1826,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1860,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1862,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,518,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1206,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1894,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1899,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1908,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,263,201709,O2 (UK) LTD,4.98,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,575,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,680,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,697,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,885,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1212,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1215,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1216,201709,O2 (UK) LTD,1.89,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1217,201709,O2 (UK) LTD,0.64,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1231,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1249,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1250,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1255,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1375,201709,O2 (UK) LTD,0.21,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1378,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1382,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1437,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1526,201709,O2 (UK) LTD,3.16,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1530,201709,O2 (UK) LTD,7.58,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1535,201709,O2 (UK) LTD,0.11,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1546,201709,O2 (UK) LTD,2.78,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1562,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1570,201709,O2 (UK) LTD,9.13,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1576,201709,O2 (UK) LTD,4.49,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,153,201709,O2 (UK) LTD,3.45,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,673,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,702,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,703,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1002,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1175,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1183,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1185,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1203,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1204,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1224,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1310,201709,O2 (UK) LTD,4.46,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1416,201709,O2 (UK) LTD,0.78,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1438,201709,O2 (UK) LTD,3.51,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1449,201709,O2 (UK) LTD,0.3,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1456,201709,O2 (UK) LTD,1.46,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1460,201709,O2 (UK) LTD,4.23,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1466,201709,O2 (UK) LTD,0.15,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1470,201709,O2 (UK) LTD,0.31,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1478,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1479,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1489,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1496,201709,O2 (UK) LTD,5.43,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1534,201709,O2 (UK) LTD,1.33,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1544,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,813,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,656,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,944,201709,O2 (UK) LTD,4.5,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,946,201709,O2 (UK) LTD,1.25,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,951,201709,O2 (UK) LTD,3.44,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,953,201709,O2 (UK) LTD,2.5,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,954,201709,O2 (UK) LTD,4.5,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,956,201709,O2 (UK) LTD,8.82,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,957,201709,O2 (UK) LTD,6.29,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,959,201709,O2 (UK) LTD,4.5,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,960,201709,O2 (UK) LTD,2.57,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1038,201709,O2 (UK) LTD,4.5,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1041,201709,O2 (UK) LTD,4.5,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1175,201709,O2 (UK) LTD,17.41,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1183,201709,O2 (UK) LTD,5.71,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1369,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1372,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1625,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1633,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1644,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1659,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1660,201709,O2 (UK) LTD,4.5,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1689,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1692,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1711,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1720,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1736,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1756,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1769,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1779,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1804,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1842,201709,O2 (UK) LTD,4.5,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1893,201709,O2 (UK) LTD,3.78,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1910,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1009,201709,O2 (UK) LTD,4.5,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1010,201709,O2 (UK) LTD,0.67,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1012,201709,O2 (UK) LTD,5.36,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1014,201709,O2 (UK) LTD,4.08,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1018,201709,O2 (UK) LTD,12.26,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1019,201709,O2 (UK) LTD,3.78,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1021,201709,O2 (UK) LTD,4.5,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1024,201709,O2 (UK) LTD,4.5,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1025,201709,O2 (UK) LTD,5.43,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1037,201709,O2 (UK) LTD,4.5,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1059,201709,O2 (UK) LTD,4.5,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1176,201709,O2 (UK) LTD,1.62,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1347,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1351,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1401,201709,O2 (UK) LTD,5.4,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1404,201709,O2 (UK) LTD,2.48,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1720,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1724,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1775,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1777,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1780,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1782,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1783,201709,O2 (UK) LTD,4.5,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1784,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1802,201709,O2 (UK) LTD,4.5,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1807,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1811,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1814,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1823,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1824,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1829,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1831,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,"Licenses, Housing, Fees",43979065,0,201709,CITY OF NEWCASTLE UPON TYNE,1087,2017-12-19,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,684,201709,O2 (UK) LTD,4.5,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,676,201709,O2 (UK) LTD,4.5,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,271,201709,O2 (UK) LTD,2.42,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,274,201709,O2 (UK) LTD,4.5,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,285,201709,O2 (UK) LTD,4.5,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,337,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1012,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,155,201709,O2 (UK) LTD,1.6,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,166,201709,O2 (UK) LTD,4.5,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,182,201709,O2 (UK) LTD,4.5,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,749,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,1070,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,35,201709,O2 (UK) LTD,13.76,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,251,201709,O2 (UK) LTD,4.5,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,346,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,348,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,549,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,690,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,700,201709,O2 (UK) LTD,0.03,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1018,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1126,201709,O2 (UK) LTD,4.5,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1220,201709,O2 (UK) LTD,1.38,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1222,201709,O2 (UK) LTD,0.06,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1224,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1403,201709,O2 (UK) LTD,4.5,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1498,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1502,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1718,201709,O2 (UK) LTD,0.51,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1735,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600010,1748,201709,O2 (UK) LTD,10,2017-12-05,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,52,201709,O2 (UK) LTD,10,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,278,201709,O2 (UK) LTD,4.5,2017-12-20,
"Care, Wellbeing & Learning",Supplies and Services,Comms & Computing,60600011,445,201709,O2 (UK) LTD,10,2017-12-20,
