Strgrpcc(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated,
Corporate Resources,Supplies and Services,Comms & Computing,44038364,0,201902,HIGHLANDER DIRECT,952,2019-05-23,
Corporate Resources,Supplies and Services,Comms & Computing,60600028,1998,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Resources,Supplies and Services,Comms & Computing,60600028,2095,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Resources,Supplies and Services,Comms & Computing,44038795,0,201902,GETECH LTD,4860,2019-05-29,
Corporate Resources,Supplies and Services,Comms & Computing,44038796,0,201902,GETECH LTD,510,2019-05-29,
Corporate Resources,Supplies and Services,Comms & Computing,44038366,0,201902,DELL BANK INTERNATIONAL LTD,726.61,2019-05-23,
Corporate Resources,Supplies and Services,Comms & Computing,44038367,0,201902,DELL BANK INTERNATIONAL LTD,657.39,2019-05-23,
Corporate Resources,Supplies and Services,Comms & Computing,44038702,0,201902,DELL BANK INTERNATIONAL LTD,15190.98,2019-05-28,
Corporate Resources,Supplies and Services,Comms & Computing,148031431,1,201902,DELL BANK INTERNATIONAL LTD,1219.76,2019-05-17,
Corporate Resources,Supplies and Services,Comms & Computing,148031432,1,201902,DELL BANK INTERNATIONAL LTD,657.39,2019-05-17,
Corporate Resources,Supplies and Services,Comms & Computing,41251897,1,201902,VIRGIN MEDIA PAYMENTS LTD,2500,2019-05-30,
Corporate Resources,Transport,Public Transport and Taxi Fares,300001111,24,201902,CLICK TRAVEL LTD,39.58,2019-05-21,
Corporate Resources,Supplies and Services,"Grants, Contribs & Subs",44036278,0,201902,SAPPHIRE TECHNOLOGIES LTD,495,2019-05-13,
Corporate Resources,Supplies and Services,Comms & Computing,44036404,0,201902,TRUSTMARQUE SOLUTIONS LTD,9110.48,2019-05-30,
Corporate Resources,Supplies and Services,Comms & Computing,60600028,1825,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Resources,Supplies and Services,Comms & Computing,60600028,1826,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Resources,Supplies and Services,Comms & Computing,148031368,2,201902,VIRGIN MEDIA PAYMENTS LTD,503.78,2019-05-13,
Corporate Resources,Supplies and Services,Comms & Computing,41249906,1,201902,VIRGIN MEDIA BUSINESS,565.79,2019-05-03,
Corporate Resources,Supplies and Services,Comms & Computing,41250070,1,201902,VIRGIN MEDIA BUSINESS,4184.18,2019-05-03,
Corporate Resources,Supplies and Services,Comms & Computing,41251906,1,201902,VIRGIN MEDIA BUSINESS,3988.07,2019-05-30,
Corporate Resources,Supplies and Services,Comms & Computing,41251907,1,201902,VIRGIN MEDIA BUSINESS,538.11,2019-05-30,
Corporate Resources,Supplies and Services,"Licenses, Housing, Fees",148031368,3,201902,VIRGIN MEDIA PAYMENTS LTD,40,2019-05-13,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,1794,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Transport,Public Transport and Taxi Fares,300001080,2,201902,CLICK TRAVEL LTD,7.5,2019-05-01,
Corporate Services & Governance,Transport,Public Transport and Taxi Fares,300001080,8,201902,CLICK TRAVEL LTD,7.5,2019-05-01,
Corporate Services & Governance,Transport,Public Transport and Taxi Fares,300001080,11,201902,CLICK TRAVEL LTD,7.5,2019-05-01,
Corporate Services & Governance,Transport,Public Transport and Taxi Fares,300001080,13,201902,CLICK TRAVEL LTD,7.5,2019-05-01,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,801,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,804,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,806,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,807,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,808,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,809,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,811,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,813,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,817,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,821,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,824,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,836,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,1336,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Employees,Indirect Employee Expenses,44037632,0,201902,TYNE & WEAR PLAY LTD,750,2019-05-16,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,234,201902,O2 (UK) LTD,0.03,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,236,201902,O2 (UK) LTD,0.13,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,248,201902,O2 (UK) LTD,0.09,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,845,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,852,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,865,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,870,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,872,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,879,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,880,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,882,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,1833,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,1835,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Supplies and Services,"Licenses, Housing, Fees",44036403,0,201902,MEDICALS PLUS LIMITED,4106.8,2019-05-08,
Corporate Services & Governance,Supplies and Services,"Licenses, Housing, Fees",44038752,0,201902,TREATMENT SOLUTIONS,4166.66,2019-05-29,
Corporate Services & Governance,Employees,Indirect Employee Expenses,41251290,1,201902,ABILITY SMART,3243,2019-05-22,
Corporate Services & Governance,Supplies and Services,"Furn, Equip & Mats",44031821,0,201902,THE HUMAN OFFICE LTD,855.1,2019-05-07,
Corporate Services & Governance,Supplies and Services,"Furn, Equip & Mats",44037095,0,201902,THE HUMAN OFFICE LTD,585.9,2019-05-13,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,1168,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Supplies and Services,"Licenses, Housing, Fees",148031508,1,201902,MHR INTERNATIONAL UK LTD,3307.5,2019-05-28,
Corporate Services & Governance,Employees,Indirect Employee Expenses,44036287,0,201902,MHA & MCA LAW LTD,1200,2019-05-07,
Corporate Services & Governance,Employees,Indirect Employee Expenses,44039099,0,201902,FANE LTD,550,2019-05-30,
Corporate Services & Governance,Employees,Indirect Employee Expenses,300001082,0,201902,PRIORITISING PEOPLE'S LIVES LTD,6945,2019-05-02,
Corporate Services & Governance,Employees,Indirect Employee Expenses,41249788,1,201902,T-ASC,600,2019-05-01,
Corporate Services & Governance,Employees,Indirect Employee Expenses,41249790,1,201902,T-ASC,600,2019-05-01,
Corporate Services & Governance,Employees,Indirect Employee Expenses,44035274,0,201902,RESPECT,3387.5,2019-05-01,
Corporate Services & Governance,Employees,Indirect Employee Expenses,44024980,0,201902,NORTH EAST AMBULANCE SERVICE,703,2019-05-01,
Corporate Services & Governance,Employees,Indirect Employee Expenses,44026143,0,201902,NORTH EAST AMBULANCE SERVICE,703,2019-05-16,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,975,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,1578,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Transport,Public Transport and Taxi Fares,300001108,25,201902,CLICK TRAVEL LTD,56.5,2019-05-21,
Corporate Services & Governance,Transport,Public Transport and Taxi Fares,300001108,55,201902,CLICK TRAVEL LTD,48.5,2019-05-21,
Corporate Services & Governance,Supplies and Services,"Furn, Equip & Mats",44027794,0,201902,THE HUMAN OFFICE LTD,698.98,2019-05-07,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,1210,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,963,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,970,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,1217,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,2339,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,1901,201902,O2 (UK) LTD,7.5,2019-05-21,
Corporate Services & Governance,Supplies and Services,Members Expenses,41250176,1,201902,LOCAL GOVERNMENT ASSOC.,545,2019-05-09,
Corporate Services & Governance,Supplies and Services,Members Expenses,44036285,0,201902,LOCAL GOVERNMENT ASSOC.,1090,2019-05-09,
Corporate Services & Governance,Supplies and Services,Members Expenses,148031287,1,201902,LOCAL GOVERNMENT ASSOC.,545,2019-05-07,
Corporate Services & Governance,Supplies and Services,"Furn, Equip & Mats",44034872,0,201902,ANTALIS LTD,800,2019-05-10,
Corporate Services & Governance,Supplies and Services,"Furn, Equip & Mats",44035968,0,201902,ANTALIS LTD,1243.47,2019-05-02,
Corporate Services & Governance,Supplies and Services,"Furn, Equip & Mats",44036479,0,201902,ANTALIS LTD,418,2019-05-08,
Corporate Services & Governance,Supplies and Services,"Furn, Equip & Mats",44038119,0,201902,PREMIER PAPER GROUP,1260.97,2019-05-23,
Corporate Services & Governance,Supplies and Services,"Furn, Equip & Mats",44038184,0,201902,ANTALIS LTD,881.37,2019-05-23,
Corporate Services & Governance,Supplies and Services,"Furn, Equip & Mats",44038185,0,201902,ANTALIS LTD,916.4,2019-05-22,
Corporate Services & Governance,Supplies and Services,"Printing, Stationery etc",44032491,0,201902,JL GROUP LTD,2925,2019-05-10,
Corporate Services & Governance,Supplies and Services,"Printing, Stationery etc",44034387,0,201902,JL GROUP LTD,488,2019-05-10,
Corporate Services & Governance,Supplies and Services,"Printing, Stationery etc",44035997,0,201902,NATIONAL LEAFLET COMPANY,572.65,2019-05-13,
Corporate Services & Governance,Supplies and Services,"Printing, Stationery etc",44036605,0,201902,JL GROUP LTD,798,2019-05-10,
Corporate Services & Governance,Supplies and Services,"Printing, Stationery etc",44036865,1,201902,WASHINGTON DIRECT MAIL,11472.79,2019-05-14,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,0,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,1,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,3,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,4,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,7,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,8,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,10,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,12,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,14,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,16,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,18,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,19,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,23,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,24,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,25,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Transport,Public Transport and Taxi Fares,300001109,22,201902,CLICK TRAVEL LTD,89.17,2019-05-21,
Corporate Services & Governance,Transport,Public Transport and Taxi Fares,300001109,38,201902,CLICK TRAVEL LTD,38,2019-05-21,
Corporate Services & Governance,Transport,Public Transport and Taxi Fares,300001109,51,201902,CLICK TRAVEL LTD,160,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,440,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Supplies and Services,"Printing, Stationery etc",41251374,1,201902,ADARE LIMITED,21637.96,2019-05-22,
Corporate Services & Governance,Supplies and Services,Comms & Computing,41250571,1,201902,ROYAL MAIL,7596.37,2019-05-16,
Corporate Services & Governance,Supplies and Services,Comms & Computing,41250811,1,201902,ROYAL MAIL,2934.3,2019-05-16,
Corporate Services & Governance,Supplies and Services,Comms & Computing,41251376,1,201902,ADARE LIMITED,13306.59,2019-05-22,
Corporate Services & Governance,Supplies and Services,"Printing, Stationery etc",41251371,1,201902,ADARE LIMITED,4856.25,2019-05-22,
Corporate Services & Governance,Supplies and Services,Comms & Computing,41251370,1,201902,ADARE LIMITED,45707.01,2019-05-22,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,193,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,202,201902,O2 (UK) LTD,18.33,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,204,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,233,201902,O2 (UK) LTD,16.83,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,240,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,244,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,253,201902,O2 (UK) LTD,17,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,255,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,256,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,261,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,276,201902,O2 (UK) LTD,10.49,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,318,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,320,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,322,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,325,201902,O2 (UK) LTD,10.17,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,326,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,327,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,329,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,334,201902,O2 (UK) LTD,13.75,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,335,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,336,201902,O2 (UK) LTD,10.66,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,339,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,353,201902,O2 (UK) LTD,18.45,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,360,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,600,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,653,201902,O2 (UK) LTD,10.99,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,658,201902,O2 (UK) LTD,10.99,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,659,201902,O2 (UK) LTD,10,2019-05-21,
Corporate Services & Governance,Supplies and Services,Comms & Computing,60600028,663,201902,O2 (UK) LTD,10,2019-05-21,
