Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment Date,Supplier Name,Transaction No,Net Amount,Narrative
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Heating Oil,2017-11-08,RIX PETROLEUM (HULL) LIMITED,4684853,3465.61,Gas Oil
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2017-11-29,ROBINSONS FACILITIES SERVICES,4686343,408.6,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2017-11-15,ROBINSONS FACILITIES SERVICES,4685304,208.56,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2017-11-15,ROBINSONS FACILITIES SERVICES,4685307,210,Ripon Leisure Centre  October Service
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2017-11-22,ROBINSONS FACILITIES SERVICES,4685313,222.26,Knaresborough Castle
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2017-11-15,ROBINSONS FACILITIES SERVICES,4685308,245,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2017-11-15,ROBINSONS FACILITIES SERVICES,4685311,332.5,Killinghall Moor October Service
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2017-11-15,ROBINSONS FACILITIES SERVICES,4685306,502.22,Harrogate Turkish Baths  October Service
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2017-11-15,ROBINSONS FACILITIES SERVICES,4685302,690.62,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2017-11-15,ROBINSONS FACILITIES SERVICES,4685312,910,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2017-11-15,ROBINSONS FACILITIES SERVICES,4685309,1118.69,Knaresborough Pool  October service
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2017-11-08,ROBINSONS LIGHTING & ELECTRICAL,4686346,263.92,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2017-11-22,ROBINSONS LIGHTING & ELECTRICAL,4687216,890,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2017-11-22,ROBINSONS LIGHTING & ELECTRICAL,4686974,3530.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Fire & Secuirty (01/04/16) - prev was Security Systems-Inst & Maint,2017-11-22,ROSSE SYSTEMS,4686194,581.7,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Refuse Collection/Removal,2017-11-29,SHREDALL LTD,4686398,287.28,HAR29OSCOTTSDALE HSE
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Electrical Repairs & Maint,2017-11-01,SIGNARAMA,4686077,474,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2017-11-08,THE TEX SERVICES GROUP,4684856,1615.50,PUMP ROOM AND REMOVE ALGAE
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Roof Servicing,2017-11-22,TUNSTON CONSTRUCTION LTD,4687401,1250.00,Claro Road Depot
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2017-11-08,TUNSTON CONSTRUCTION LTD,4686078,235,Turkish Baths Harrogate
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2017-11-01,TUNSTON CONSTRUCTION LTD,4685719,275,Cafe Ripon Spa Gardens Ripon
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2017-11-15,TUNSTON CONSTRUCTION LTD,4686388,275,Ripon Town Hall
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2017-11-27,TUNSTON CONSTRUCTION LTD,4687402,345,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2017-11-01,TUNSTON CONSTRUCTION LTD,4685135,392,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2017-11-29,TUNSTON CONSTRUCTION LTD,4687797,450,New York Mills Industrual Estate Summerbridge
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2017-11-29,TUNSTON CONSTRUCTION LTD,4687813,535,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2017-11-27,TUNSTON CONSTRUCTION LTD,4687050,1088.00,Claro Road Depot Harrogae
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2017-11-29,TUNSTON CONSTRUCTION LTD,4687796,1750.00,Town Hall Knaresborough Notice Board
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2017-11-22,TUNSTON CONSTRUCTION LTD,4687076,2866.14,HIC Harogate
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2017-11-08,W D ROLLINGS LTD,4684899,231.02,IHMT Supplies
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2017-11-22,W D ROLLINGS LTD,4686132,306.96,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2017-11-22,W D ROLLINGS LTD,4686132,125,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2017-11-22,W D ROLLINGS LTD,4686132,125,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2017-11-08,W D ROLLINGS LTD,4684898,1086.06,IHMT Supplies
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Reactive Repairs & Maint - Bldgs,2017-11-08,W K PROPERTY SERVICES,4686379,275,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2017-11-15,YORKSHIRE WATER PLC,4686901,2380.77,Water - Starbeck Pool
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2017-11-22,YORKSHIRE WATER PLC,4687349,220.52,WATER - HARROGATE ROAD PADDLING POOL
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2017-11-22,YORKSHIRE WATER PLC,4687349,949.8,WATER - HARROGATE ROAD PADDLING POOL
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2017-11-13,YORKSHIRE WATER PLC,4686432,319.43,Water - Conyngham Hall
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2017-11-29,YORKSHIRE WATER PLC,4687908,252.82,Water - Minster Gardens PCs
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2017-11-29,YORKSHIRE WATER PLC,4687821,286.48,Civic Offices
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2017-11-06,YORKSHIRE WATER PLC,4685973,296.97,Water - Crescent Gardens PCs
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2017-11-13,YORKSHIRE WATER PLC,4686446,302.31,Water - York Place PCs
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2017-11-22,YORKSHIRE WATER PLC,4687344,319.01,WATER - SUMMERBRIDGE WORKSHOPS (NEW YORK MILLS)
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2017-11-13,YORKSHIRE WATER PLC,4686448,319.43,Water - Conyngham Hall
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2017-11-13,YORKSHIRE WATER PLC,4686441,339.12,Water - Knaresborough House
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2017-11-29,YORKSHIRE WATER PLC,4687900,373.08,Water - Claro Road Depot (Workshops)
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2017-11-13,YORKSHIRE WATER PLC,4686426,405.98,Water - Bus Station Knaresborough PCs
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2017-11-13,YORKSHIRE WATER PLC,4686440,410.4,Water - Knaresborough Community Centre
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2017-11-13,YORKSHIRE WATER PLC,4686437,411.45,Water - Jennyfields CC
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2017-11-13,YORKSHIRE WATER PLC,4686424,434.31,Water - Conyngham Hall
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2017-11-15,YORKSHIRE WATER PLC,4686899,450.65,Water - Knaresborough Pool
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2017-11-29,YORKSHIRE WATER PLC,4687917,489.94,Water - Scottsdale House
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2017-11-13,YORKSHIRE WATER PLC,4686445,526.73,Water - Waterside PCs
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2017-11-22,YORKSHIRE WATER PLC,4687345,535.55,WATER - RIPLEY PCS
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2017-11-29,YORKSHIRE WATER PLC,4687904,577.27,Water - Exhibition Halls G & H
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2017-11-13,YORKSHIRE WATER PLC,4686435,607.72,Water - Conyngham Hall PCs
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2017-11-15,YORKSHIRE WATER PLC,4686896,682.85,Water - Hydro
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2017-11-06,YORKSHIRE WATER PLC,4685974,827.42,Water - Fairfax CC
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2017-11-22,YORKSHIRE WATER PLC,4687346,835.68,WATER - HARROGATE PADDLING POOL
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2017-11-06,YORKSHIRE WATER PLC,4685972,889.82,Water - Crescent Gardens
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2017-11-15,YORKSHIRE WATER PLC,4686898,1350.68,Water - Knaresborough Pool
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2017-11-22,YORKSHIRE WATER PLC,4687347,1761.46,WATER - KNARESBOROUGH POOL
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2017-11-29,YORKSHIRE WATER PLC,4687915,2262.39,Water - Ripon Spa Baths
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2017-11-06,YORKSHIRE WATER PLC,4685980,3713.95,Water - Turkish Baths
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2017-11-15,YORKSHIRE WATER PLC,4686900,4292.60,Water - Starbeck Pool
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2017-11-15,YORKSHIRE WATER PLC,4686895,5854.27,Water - HIC (inc Queens Suite)
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Water & Sewerage,2017-11-15,YORKSHIRE WATER PLC,4686897,6339.90,Water - Hydro
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Building Management Client,Other Consultants Fees,2017-11-22,LAMBERT SMITH HAMPTON,4687335,24500.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Building Management Client,Other Consultants Fees,2017-11-06,LJD PROPERTY CONSULTANCY LTD,4685219,1150.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Building Management Client,Subsistence,2017-11-27,REDFERN TRAVEL LTD,4686503,82.75,REDACTED - PERSONAL DATA
Harrogate Borough Council,Transport,R,Economy & Culture,Building Management Client,Travel,2017-11-27,REDFERN TRAVEL LTD,4686503,11.6,REDACTED - PERSONAL DATA
Harrogate Borough Council,Transport,R,Economy & Culture,Building Management Client,Travel,2017-11-27,REDFERN TRAVEL LTD,4686503,41.3,REDACTED - PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Building Management Client,Other Consultants Fees,2017-11-29,TEAM (ENERGY AUDITING AGENCY LTD),4686030,2098.76,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Development Control,Books & Publications,2017-11-01,HAYMARKET MEDIA GROUP LIMITED,4684464,1500.00,
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,2017-11-01,MATCHTECH GROUP UK LTD,4684518,1332.00,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,2017-11-08,MATCHTECH GROUP UK LTD,4685187,1332.00,
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,2017-11-15,MATCHTECH GROUP UK LTD,4685336,1332.00,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,2017-11-22,MATCHTECH GROUP UK LTD,4685769,1332.00,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,2017-11-15,MATCHTECH GROUP UK LTD,4685852,1544.40,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,2017-11-22,MATCHTECH GROUP UK LTD,4686188,1555.20,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,2017-11-01,MATCHTECH GROUP UK LTD,4684513,1652.40,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,2017-11-08,MATCHTECH GROUP UK LTD,4684977,1684.80,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Temporary Staff,2017-11-29,MATCHTECH GROUP UK LTD,4687399,1695.60,REDACTED - PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Development Control,Stationery/Office Consumables,2017-11-22,PENNINE DRAWING OFFICE SUPPLIES,4686298,233.5,
Harrogate Borough Council,Premises,R,Economy & Culture,Development Control,Hire of Accommodation,2017-11-29,THE RIPON SPA HOTEL,4687898,3485.12,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Development Control,Advertising,2017-11-22,TMP (UK) LTD,4686190,467.56,Harrogate Advertiser Series
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Development Control,Advertising,2017-11-08,TMP (UK) LTD,4685122,578.2,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Development Control,Advertising,2017-11-15,TMP (UK) LTD,4685851,615.08,Harrogate Advertiser Series
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Development Control,Advertising,2017-11-01,TMP (UK) LTD,4684629,633.52,Planning Apps
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Development Control,Advertising,2017-11-29,TMP (UK) LTD,4686389,873.24,
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Qualification Training,2017-11-08,TREVOR ROBERTS ASSOCIATES LTD,4686447,1950.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Development Control,Stationery/Office Consumables,2017-11-22,WYDOS LTD,4685761,217.25,
Harrogate Borough Council,Premises,R,Economy & Culture,Drainage & Street Furniture,Internal Drainage Board Levies,2017-11-01,AINSTY (2008) INTERNAL DRAINAGE BOARD,4683220,17985.94,Special Levy 2nd installment
Harrogate Borough Council,Premises,R,Economy & Culture,Drainage & Street Furniture,Internal Drainage Board Levies,2017-11-01,SWALE & URE DRAINAGE BOARD,4683222,36942.24,Special levy 2nd installment
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Economic Development,Hospitality,2017-11-01,BETTYS CAFE TEAROOMS,4686079,562.5,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Economic Development,Hospitality,2017-11-01,BETTYS CAFE TEAROOMS,4686015,692.71,
Harrogate Borough Council,Premises,R,Economy & Culture,Economic Development,Reactive Repairs & Maint - Bldgs,2017-11-27,BRITANNIA PRESERVATION LTD,4687264,998,Membrane work
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Economic Development,Other Supplies & Services,2017-11-27,CADDICK DEVELOPMENTS LTD,4687656,14486.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Economic Development,Stationery/Office Consumables,2017-11-08,PITNEY BOWES LTD,4686301,219.8,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Economic Development,Postage,2017-11-15,PURCHASE POWER,4686883,413,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Economic Development,Postage,2017-11-15,PURCHASE POWER,4686883,13,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Economic Development,Postage,2017-11-15,PURCHASE POWER,4686883,13,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Economic Development,Postage,2017-11-29,PURCHASE POWER,4687793,826,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Economic Development,Postage,2017-11-29,PURCHASE POWER,4687793,800,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Economic Development,Postage,2017-11-29,PURCHASE POWER,4687793,800,
Harrogate Borough Council,Transport,R,Economy & Culture,Economic Development,Travel,2017-11-27,REDFERN TRAVEL LTD,4686503,11.6,REDACTED - PERSONAL DATA
Harrogate Borough Council,Transport,R,Economy & Culture,Economic Development,Travel,2017-11-27,REDFERN TRAVEL LTD,4686503,10.1,REDACTED - PERSONAL DATA
Harrogate Borough Council,Premises,R,Economy & Culture,Economic Development,Bldg Mgmt Recharged Works,2017-11-08,SCREENPRINT LTD,4684813,219.75,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Economic Development,Subscriptions,2017-11-15,WEST YORKSHIRE COMBINED AUTHORITY,4686739,3000.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Environmental Strategy,Marketing/Promotion,2017-11-01,G & G SIGNS,4685071,211,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Consultants Fees,2017-11-29,B NOAKES,4686328,700,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Consultants Fees,2017-11-22,CAUSE (UK) LTD,4687421,800,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Consultants Fees,2017-11-15,DALES MOUNTAIN BIKING,4685388,555.41,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Supplies & Services,2017-11-20,DTMS LTD,4685952,1400.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Supplies & Services,2017-11-15,ESTATE & MAINTENANCE SERVICES,4685078,250,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,External Printing/Typesetting,2017-11-20,GOLDFINCH DESIGN,4687152,220,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Consultants Fees,2017-11-20,GOLDFINCH DESIGN,4687152,600,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Consultants Fees,2017-11-15,HYAS ASSOCIATES LTD,4685348,5349.80,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Consultants Fees,2017-11-20,JACOBS ENGINEERING UK LTD,4687317,7718.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Consultants Fees,2017-11-27,JASPER PRACHEK,4687508,425,Nidderdale Landscape
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Consultants Fees,2017-11-20,JEREMY BENN ASSOCIATES LTD,4687310,1500.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Consultants Fees,2017-11-01,JOANNA SWIERS,4685170,1100.00,Wildwatch project
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Supplies & Services,2017-11-29,MIDDLESMOOR GROUSE SHOOT LLP,4686642,416.67,MIDDLESMOOR NIDDERDALE
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Consultants Fees,2017-11-15,MOOR & VALLEY LTD,4686842,300,consultation work
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Supplies & Services,2017-11-20,MOOR & VALLEY LTD,4686845,1500.00,Nidderdale
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Catering - Direct Purchases,2017-11-27,MRS KATE & MR NICHOLAS PARKER,4687565,150,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Consultants Fees,2017-11-27,MRS KATE & MR NICHOLAS PARKER,4687717,500,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Supplies & Services,2017-11-27,MRS KATE & MR NICHOLAS PARKER,4687565,680,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Consultants Fees,2017-11-13,MRS TRACEY JANE BLACKWELL,4686547,1760.00,For Upper Nidderdale Landscape Partnership
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,ICT Rechargeables,2017-11-01,NETREADY LTD,4685128,6000.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Consultants Fees,2017-11-13,NETWORK PRODUCTION,4685955,1200.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Forward Planning,Hire of Accommodation,2017-11-27,NIDDERDALE VISUAL ARTS,4687509,1635.00,METAL AND STONE PROJECT
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Materials,2017-11-27,NIDDERDALE VISUAL ARTS,4687509,350,METAL AND STONE PROJECT
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Consultants Fees,2017-11-29,OSIAN EDWARDS,4686112,505.8,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Consultants Fees,2017-11-22,PAUL HARRIS PHOTOGRAPHY,4686173,250,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Consultants Fees,2017-11-29,PAUL HARRIS PHOTOGRAPHY,4686751,2234.60,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Supplies & Services,2017-11-06,PTW LTD,4686110,1600.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Consultants Fees,2017-11-08,ROBERT LIGHT,4685123,1230.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Consultants Fees,2017-11-20,SOLSTICE HERITAGE,4686920,900,Support for Our Farm Heritage Project
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Supplies & Services,2017-11-20,THE CARDIGAN CENTRE,4686728,3035.39,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Supplies & Services,2017-11-20,THE CARDIGAN CENTRE,4686728,750,
Harrogate Borough Council,Employees,R,Economy & Culture,Forward Planning,Temporary Staff,2017-11-01,THE OYSTER PARTNERSHIP LTD,4684624,1480.00,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Forward Planning,Temporary Staff,2017-11-08,THE OYSTER PARTNERSHIP LTD,4684846,1480.00,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Forward Planning,Temporary Staff,2017-11-22,THE OYSTER PARTNERSHIP LTD,4686162,1480.00,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Forward Planning,Temporary Staff,2017-11-29,THE OYSTER PARTNERSHIP LTD,4686308,1480.00,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Forward Planning,Temporary Staff,2017-11-15,THE OYSTER PARTNERSHIP LTD,4685845,1480.40,REDACTED - PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Consultants Fees,2017-11-13,YORKSHIRE FARMING AND WILDLIFE LLP,4686374,1628.70,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Consultants Fees,2017-11-15,YORKSHIRE FARMING AND WILDLIFE LLP,4686373,2560.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Marketing/Promotion,2017-11-15,YORKSHIRE WILDLIFE TRUST,4686520,1131.00,The Wild Watch Project
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Marketing/Promotion,2017-11-06,YORKSHIRE WILDLIFE TRUST,4685109,2486.25,QUARTER 2
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Holiday Tourism,Grants/Contribs to Other Bodies,2017-11-06,WELCOME TO HARROGATE LTD,4686136,27500.00,Grant to Visit Harrogate
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Land Charges,Other Fees,2017-11-20,NORTH YORKSHIRE COUNTY COUNCIL,4686878,5513.80,MONTHLY CON29 HIGHWAYS SEARCH CHARGES IN RELATION TO SEPTEMBER 17
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2017-11-01,BIOCHEMICA WATER LTD,4684981,327.5,
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2017-11-01,BIOCHEMICA WATER LTD,4684982,1437.20,
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Gas,2017-11-15,CORONA ENERGY RETAIL 4 LTD,4685476,3504.17,Gas - Royal Baths (exTIC & Turkish)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Gas,2017-11-15,CORONA ENERGY RETAIL 4 LTD,4685475,2215.85,Gas - Royal Baths (exTIC & Turkish)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Gas,2017-11-15,CORONA ENERGY RETAIL 4 LTD,4685471,286.27,Gas - Royal Baths (exTIC & Turkish)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Gas,2017-11-15,CORONA ENERGY RETAIL 4 LTD,4685472,350.3,Gas - Royal Baths (exTIC & Turkish)
