Body Name,Expenditure Category,Capital / Revenue,Service Label,Service Code,Expenditure Code,Payment Date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Transport,C,Community,Housing Development,Hire of Vehicles/Plant,2022-08-17,NORTHGATE VEHICLE HIRE LTD,3654268,259.56,IHMT
Harrogate Borough Council,Transport,C,Community,Housing Development,Hire of Vehicles/Plant,2022-08-31,NORTHGATE VEHICLE HIRE LTD,3654316,259.56,IHMT
Harrogate Borough Council,Transport,C,Community,Housing Development,Hire of Vehicles/Plant,2022-08-17,NORTHGATE VEHICLE HIRE LTD,3654280,279.44,IHMT
Harrogate Borough Council,Transport,C,Community,Housing Development,Hire of Vehicles/Plant,2022-08-31,NORTHGATE VEHICLE HIRE LTD,3654312,279.44,IHMT
Harrogate Borough Council,Transport,C,Community,Housing Development,Hire of Vehicles/Plant,2022-08-17,NORTHGATE VEHICLE HIRE LTD,3654247,299.32,IHMT
Harrogate Borough Council,Transport,C,Community,Housing Development,Hire of Vehicles/Plant,2022-08-31,NORTHGATE VEHICLE HIRE LTD,3654332,299.32,IHMT
Harrogate Borough Council,Transport,C,Community,Housing Development,Hire of Vehicles/Plant,2022-08-17,NORTHGATE VEHICLE HIRE LTD,3654274,446.6,IHMT
Harrogate Borough Council,Transport,C,Community,Housing Development,Hire of Vehicles/Plant,2022-08-31,NORTHGATE VEHICLE HIRE LTD,3654337,446.6,IHMT
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Equipment,2022-08-10,TRAVIS PERKINS,3653265,417.49,Equipment
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2022-08-08,TRAVIS PERKINS,3653542,-1639.00,Credit various invoices
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2022-08-31,TRAVIS PERKINS,3654571,-839.04,Credit Springfield Drive
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2022-08-31,TRAVIS PERKINS,3654572,-440,Credit Spa Lane
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2022-08-31,TRAVIS PERKINS,3654558,-220,Credit trans 3623142
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2022-08-31,TRAVIS PERKINS,3654944,225.19,IHMT
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2022-08-31,TRAVIS PERKINS,3654580,242.3,IHMT
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2022-08-31,TRAVIS PERKINS,3654737,242.86,IHMT
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2022-08-31,TRAVIS PERKINS,3654870,242.86,IHMT
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2022-08-31,TRAVIS PERKINS,3654868,257.37,IHMT
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2022-08-31,TRAVIS PERKINS,3654746,288,IHMT
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2022-08-31,TRAVIS PERKINS,3654792,303.24,IHMT
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2022-08-31,TRAVIS PERKINS,3654979,380.32,IHMT
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2022-08-31,TRAVIS PERKINS,3654843,399.76,IHMT
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2022-08-31,TRAVIS PERKINS,3654819,448.8,IHMT
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2022-08-31,TRAVIS PERKINS,3654815,531.35,IHMT
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2022-08-31,TRAVIS PERKINS,3654957,542.28,IHMT
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2022-08-31,TRAVIS PERKINS,3654738,578.56,IHMT
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2022-08-31,TRAVIS PERKINS,3654945,626.6,IHMT
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2022-08-31,TRAVIS PERKINS,3654958,634.48,IHMT
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2022-08-31,TRAVIS PERKINS,3654740,700.09,IHMT
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2022-08-31,TRAVIS PERKINS,3654814,889.83,IHMT
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2022-08-31,TRAVIS PERKINS,3654867,1323.42,IHMT
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2022-08-31,TRAVIS PERKINS,3654844,2963.52,IHMT
Harrogate Borough Council,Transport,C,Community,Housing Development,Hire of Vehicles/Plant,2022-08-17,TRAVIS PERKINS,3654043,214.2,
Harrogate Borough Council,Transport,C,Community,Housing Development,Hire of Vehicles/Plant,2022-08-31,TRAVIS PERKINS,3654130,551.44,
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Fixed Assets greater than 5k,2022-08-01,WARD HADAWAY SOLICITORS,3653277,456,Fixed Assets >5k value based
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Fixed Assets greater than 5k,2022-08-10,WARD HADAWAY SOLICITORS,3653990,857.2,Fixed Assets >5k value based
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Fixed Assets greater than 5k,2022-08-01,WARD HADAWAY SOLICITORS,3653254,20045.00,PQ Deposit for purchase of property
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Fixed Assets greater than 5k,2022-08-01,WARD HADAWAY SOLICITORS,3653303,24051.00,PQ Deposit for purchase of property
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Fixed Assets greater than 5k,2022-08-15,WARD HADAWAY SOLICITORS,3654102,187500.00,PQ Full purchase of property
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Fixed Assets greater than 5k,2022-08-15,WARD HADAWAY SOLICITORS,3654103,225500.00,PQ Full purchase of property
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Waste Disposal Charges,2022-08-31,WETHERBY SKIP HIRE SERVICES,3653983,245,
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Waste Disposal Charges,2022-08-08,WETHERBY SKIP HIRE SERVICES,3653219,295,
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Waste Disposal Charges,2022-08-31,WETHERBY SKIP HIRE SERVICES,3653981,370,
Harrogate Borough Council,Supplies and Services,R,Community,Housing Needs,Security services/costs,2022-08-31,4 SITE SECURITY SERVICES LTD,3654406,1057.67,Security Services/Costs
Harrogate Borough Council,Supplies and Services,R,Community,Housing Needs,Security services/costs,2022-08-31,4 SITE SECURITY SERVICES LTD,3654375,8699.42,Security Services/Costs
Harrogate Borough Council,Premises,R,Community,Housing Needs,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653646,406.97,Gas - Blossomgate
Harrogate Borough Council,Premises,R,Community,Housing Needs,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653692,652.6,Gas - Blossomgate
Harrogate Borough Council,Premises,R,Community,Housing Needs,Gas,2022-08-22,CORONA ENERGY RETAIL 4 LTD,3653822,684.31,Spa Lane
Harrogate Borough Council,Premises,R,Community,Housing Needs,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653587,915.87,Gas - Stockwell Lane Hostel
Harrogate Borough Council,Premises,R,Community,Housing Needs,Gas,2022-08-10,CORONA ENERGY RETAIL 4 LTD,3653813,823.53,Spa Lane
Harrogate Borough Council,Premises,R,Community,Housing Needs,Gas,2022-08-10,CORONA ENERGY RETAIL 4 LTD,3653814,959.57,Spa Lane
Harrogate Borough Council,Premises,R,Community,Housing Needs,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653647,1100.21,Gas - Stockwell Lane Hostel
Harrogate Borough Council,Premises,R,Community,Housing Needs,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653586,1187.01,Gas - Avondale
Harrogate Borough Council,Premises,R,Community,Housing Needs,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653668,1544.36,Gas - Avondale
Harrogate Borough Council,Premises,R,Community,Housing Needs,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653694,1655.62,Gas - Stockwell Lane Hostel
Harrogate Borough Council,Premises,R,Community,Housing Needs,Gas,2022-08-08,CORONA ENERGY RETAIL 4 LTD,3653693,2049.05,Gas - Avondale
Harrogate Borough Council,Premises,R,Community,Housing Needs,Electricity,2022-08-31,EON T/A NPOWER,3654978,795.08,Avondale House 33 Belmont Road
Harrogate Borough Council,Premises,R,Community,Housing Needs,Electricity,2022-08-15,EON T/A NPOWER,3653431,837.55,Avondale House 33 Belmont Road
Harrogate Borough Council,Premises,R,Community,Housing Needs,Fixtures & Fittings,2022-08-08,FURNITURE RESOURCE CENTRE LTD,3653832,281.96,Fixtures and Fittings
Harrogate Borough Council,Supplies and Services,R,Community,Housing Needs,Other Supplies & Services,2022-08-08,JLA LTD,3653738,700,Other Supplies and Services
Harrogate Borough Council,Premises,R,Community,Housing Needs,Water & Sewerage,2022-08-31,SCOTTISH WATER BUSINESS STREAM LIMITED,3654788,530.69,29 to 33 Belmont Road
Harrogate Borough Council,Premises,R,Community,Housing Needs,Water & Sewerage,2022-08-22,SCOTTISH WATER BUSINESS STREAM LTD,3654497,261.06,Water - Stockwell Lane Hostel
Harrogate Borough Council,Premises,R,Community,Housing Needs,Water & Sewerage,2022-08-22,SCOTTISH WATER BUSINESS STREAM LTD,3654508,783.46,Water - Blossomgate
Harrogate Borough Council,Premises,R,Community,Housing Needs,Water & Sewerage,2022-08-22,YORKSHIRE WATER SERVICES LIMITED,3654397,368.12,27 Belmont Road Harrogate HG2
Harrogate Borough Council,Premises,R,Community,Housing Other,Payments to Ext Contractors,2022-08-03,ARCHITECTURE:AB LTD,3652620,750,
Harrogate Borough Council,Premises,R,Community,Housing Other,Payments to Ext Contractors,2022-08-31,BOWMAN RILEY ARCHITECTS LIMITED,3654167,2500.00,
Harrogate Borough Council,Premises,R,Community,Housing Other,Payments to Ext Contractors,2022-08-08,FWS CONSULTANTS LTD,3653535,250,
Harrogate Borough Council,Premises,R,Community,Housing Other,Payments to Ext Contractors,2022-08-10,RSK LAND & DEVELOPMENT ENGINEERING LIMITED,3653961,950,
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2022-08-31,BEACON CONSTRUCTION (UK) LTD,1818596,12463.04,375834/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2022-08-03,CLOSOMAT LTD,1816752,1041.64,372547/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2022-08-10,ENVIRONTEC LIMITED,1816966,250,375554/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2022-08-10,ENVIRONTEC LIMITED,1816967,250,376199/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2022-08-17,ENVIRONTEC LIMITED,1817133,250,376853/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2022-08-24,ENVIRONTEC LIMITED,1818338,250,376523/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2022-08-31,ENVIRONTEC LIMITED,1818606,250,377004/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2022-08-31,ENVIRONTEC LIMITED,1818607,250,377050/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2022-08-24,HOME UTILITY GROUP LIMITED,1816453,2028.20,375531/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2022-08-31,HOME UTILITY GROUP LIMITED,1816972,10635.20,374087/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2022-08-24,HOME UTILITY GROUP LIMITED,1816716,5571.12,376553/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2022-08-03,MEARS LIMITED,1816727,400,366654/1
